,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,drogas_alcohol_positivo,vehiculos_implicados,coordenada_x_utm,coordenada_y_utm
27887,1,19,2.0,4,2.0,5.0,1.0,3,1,Slight,2,4,438262605,4470102493
27888,1,19,2.0,4,2.0,5.0,2.0,3,1,Slight,2,4,438262605,4470102493
34840,1,19,2.0,3,1.0,1.0,1.0,2,1,Slight,2,1,436574000,4470112410
42926,1,19,2.0,6,1.0,5.0,1.0,3,1,Slight,2,2,436561380,4470107220
42927,1,19,2.0,6,1.0,5.0,3.0,2,1,Slight,2,2,436561380,4470107220
43171,1,19,2.0,2,3.0,2.0,1.0,3,1,Serious,2,2,436561380,4470107220
43172,1,19,2.0,2,3.0,5.0,1.0,3,1,Slight,2,2,436561380,4470107220
44981,2,17,16.0,6,1.0,4.0,1.0,3,1,Slight,2,2,439581630,4470128520
44982,2,17,16.0,6,1.0,4.0,3.0,4,1,Serious,2,2,439581630,4470128520
47888,1,19,5.0,6,1.0,5.0,1.0,3,1,Slight,2,2,447462370,4470151970
47889,1,19,5.0,6,1.0,5.0,3.0,3,2,Serious,2,2,447462370,4470151970
43858,2,19,19.0,3,4.0,2.0,1.0,3,1,Serious,2,2,443433380,4470223380
43859,2,19,19.0,3,4.0,5.0,1.0,3,2,Slight,2,2,443433380,4470223380
49531,2,19,19.0,6,1.0,5.0,3.0,3,2,Slight,2,2,443433380,4470223380
49532,2,19,19.0,6,1.0,5.0,3.0,1,1,Slight,2,2,443433380,4470223380
18234,1,19,19.0,3,3.0,3.0,1.0,3,1,Serious,2,2,443389785,4470255271
18235,1,19,19.0,3,3.0,5.0,1.0,3,1,Slight,2,2,443389785,4470255271
13943,1,19,19.0,6,1.0,5.0,1.0,3,1,Slight,2,2,443539319,4470282094
13944,1,19,19.0,6,1.0,5.0,3.0,3,2,Serious,2,2,443539319,4470282094
50687,1,19,19.0,4,1.0,5.0,1.0,3,2,Slight,2,2,446016540,4470298880
50688,1,19,19.0,4,1.0,13.0,1.0,2,1,Slight,2,2,446016540,4470298880
51666,1,19,19.0,3,1.0,3.0,1.0,3,1,Serious,2,1,446016540,4470298880
10921,2,19,19.0,4,1.0,5.0,1.0,3,1,Slight,2,3,444915321,4470323154
10922,2,19,19.0,4,1.0,5.0,2.0,3,2,Slight,2,3,444915321,4470323154
39360,2,19,19.0,6,4.0,9.0,1.0,3,1,Slight,2,2,444905891,4470316169
39361,2,19,19.0,6,4.0,9.0,3.0,3,2,Serious,2,2,444905891,4470316169
33242,1,19,1.0,6,1.0,5.0,1.0,3,1,Slight,2,2,434496853,4470333915
33243,1,19,1.0,6,1.0,5.0,3.0,4,1,Serious,2,2,434496853,4470333915
42566,1,19,1.0,2,1.0,2.0,1.0,3,1,Slight,2,2,434486414,4470341837
42567,1,19,1.0,2,1.0,9.0,1.0,3,1,Slight,2,2,434486414,4470341837
34307,1,17,16.0,6,1.0,12.0,1.0,3,1,Slight,2,2,439633874,4470364355
34308,1,17,16.0,6,1.0,12.0,3.0,4,1,Serious,2,2,439633874,4470364355
44115,1,19,19.0,6,1.0,4.0,1.0,3,1,Serious,2,2,446339600,4470382800
44116,1,19,19.0,6,1.0,4.0,3.0,3,2,Serious,2,2,446339600,4470382800
3109,1,17,1.0,2,1.0,4.0,1.0,3,1,Serious,2,2,434167363,4470451555
3110,1,17,1.0,2,1.0,5.0,1.0,3,1,Slight,2,2,434167363,4470451555
22956,2,19,19.0,4,1.0,5.0,1.0,3,1,Slight,2,2,443254156,4470454948
22957,2,19,19.0,4,1.0,13.0,1.0,3,1,Slight,2,2,443254156,4470454948
50873,1,19,19.0,6,2.0,5.0,1.0,3,1,Slight,2,2,443256530,4470467740
50874,1,19,19.0,6,2.0,5.0,3.0,2,1,Serious,2,2,443256530,4470467740
54095,2,19,16.0,1,1.0,6.0,1.0,3,1,Fatal,2,1,439798400,4470493600
10550,1,17,1.0,6,1.0,2.0,1.0,3,1,Slight,2,2,434467848,4470510453
10551,1,17,1.0,6,1.0,2.0,3.0,1,1,Serious,2,2,434467848,4470510453
45589,2,19,2.0,8,1.0,3.0,1.0,3,2,Serious,2,4,437169710,4470531910
45590,2,19,2.0,8,1.0,5.0,1.0,3,1,Slight,2,4,437169710,4470531910
45591,2,19,2.0,8,1.0,5.0,2.0,3,1,Slight,2,4,437169710,4470531910
10330,1,19,16.0,6,1.0,9.0,1.0,3,1,Slight,2,2,440189920,4470550471
10331,1,19,16.0,6,1.0,9.0,3.0,2,2,Serious,2,2,440189920,4470550471
31270,2,19,19.0,6,1.0,5.0,1.0,3,1,Slight,2,2,442875475,4470569167
31271,2,19,19.0,6,1.0,5.0,3.0,4,2,Serious,2,2,442875475,4470569167
24792,1,19,2.0,6,1.0,5.0,1.0,3,1,Slight,2,2,438221447,4470583567
24793,1,19,2.0,6,1.0,5.0,3.0,4,1,Serious,2,2,438221447,4470583567
30186,2,17,19.0,2,1.0,5.0,1.0,3,1,Serious,2,3,443532869,4470609962
30187,2,17,19.0,2,1.0,5.0,1.0,3,1,Slight,2,3,443532869,4470609962
30188,2,17,19.0,2,1.0,5.0,2.0,3,1,Slight,2,3,443532869,4470609962
25492,1,19,1.0,5,1.0,5.0,1.0,3,2,Serious,2,6,435846872,4470649107
25493,1,19,1.0,5,1.0,5.0,1.0,3,1,Slight,2,6,435846872,4470649107
25494,1,19,1.0,5,1.0,5.0,2.0,3,1,Slight,2,6,435846872,4470649107
25495,1,19,1.0,5,1.0,5.0,2.0,3,2,Serious,2,6,435846872,4470649107
12132,2,17,19.0,3,1.0,1.0,1.0,2,1,Serious,2,1,444302721,4470722830
35621,1,17,16.0,6,4.0,6.0,1.0,3,1,Slight,2,2,439586490,4470738600
35622,1,17,16.0,6,4.0,6.0,3.0,3,2,Serious,2,2,439586490,4470738600
54230,1,17,2.0,2,1.0,12.0,1.0,3,1,Slight,2,2,438655390,4470759510
54231,1,17,2.0,2,1.0,3.0,1.0,3,1,Serious,2,2,438655390,4470759510
6631,2,14,2.0,2,1.0,5.0,1.0,3,1,Slight,2,2,438906709,4470765060
6632,2,14,2.0,2,1.0,5.0,1.0,5,3,Slight,2,2,438906709,4470765060
13508,2,14,2.0,2,1.0,3.0,1.0,3,1,Slight,2,3,438906336,4470766216
13509,2,14,2.0,2,1.0,5.0,1.0,3,1,Slight,2,3,438906336,4470766216
13510,2,14,2.0,2,1.0,5.0,2.0,3,2,Slight,2,3,438906336,4470766216
22354,1,17,2.0,2,3.0,9.0,1.0,3,1,Slight,2,2,438905516,4470765004
22355,1,17,2.0,2,3.0,3.0,1.0,3,1,Slight,2,2,438905516,4470765004
36831,2,17,2.0,0,1.0,5.0,1.0,3,2,Slight,2,2,438906597,4470766635
36832,2,17,2.0,0,1.0,13.0,1.0,3,2,Slight,2,2,438906597,4470766635
37665,1,14,2.0,2,1.0,3.0,1.0,3,1,Serious,2,2,438906597,4470764808
37666,1,14,2.0,2,1.0,5.0,1.0,3,2,Slight,2,2,438906597,4470764808
38649,2,14,2.0,6,3.0,9.0,1.0,3,1,Slight,2,2,438906038,4470776515
38650,2,14,2.0,6,3.0,9.0,3.0,3,1,Slight,2,2,438906038,4470776515
48572,1,17,2.0,5,1.0,5.0,1.0,3,1,Slight,2,2,438825610,4470785910
48573,1,17,2.0,5,1.0,13.0,1.0,3,2,Slight,2,2,438825610,4470785910
51278,2,17,2.0,2,1.0,3.0,1.0,3,1,Fatal,2,2,438825610,4470785910
51279,2,17,2.0,2,1.0,5.0,1.0,3,1,Slight,2,2,438825610,4470785910
4523,1,17,16.0,6,3.0,6.0,1.0,3,1,Slight,2,2,440700483,4470802108
4524,1,17,16.0,6,3.0,6.0,3.0,4,1,Serious,2,2,440700483,4470802108
24097,1,17,16.0,2,1.0,5.0,1.0,3,1,Slight,2,1,440707790,4470813889
26685,1,17,16.0,2,1.0,9.0,1.0,3,1,Slight,2,2,440709729,4470811615
26686,1,17,16.0,2,1.0,5.0,1.0,3,1,Slight,2,2,440709729,4470811615
45180,2,9,16.0,3,6.0,2.0,1.0,2,1,Slight,2,1,441010500,4470841970
49763,1,9,16.0,1,1.0,9.0,1.0,3,1,Slight,2,1,441010500,4470841970
52154,1,9,16.0,2,1.0,4.0,1.0,3,1,Serious,2,2,441010500,4470841970
52155,1,9,16.0,2,1.0,5.0,1.0,4,1,Slight,2,2,441010500,4470841970
54489,1,9,16.0,4,1.0,3.0,1.0,3,1,Slight,2,2,441010500,4470841970
54490,1,9,16.0,4,1.0,5.0,1.0,3,1,Slight,2,2,441010500,4470841970
10037,1,19,16.0,2,1.0,3.0,1.0,3,1,Serious,2,2,439518154,4470885543
10038,1,19,16.0,2,1.0,5.0,1.0,3,1,Slight,2,2,439518154,4470885543
28580,1,19,16.0,5,1.0,5.0,1.0,3,1,Slight,2,4,439520391,4470880771
28581,1,19,16.0,5,1.0,5.0,1.0,3,1,Slight,1,4,439520391,4470880771
28582,1,19,16.0,5,1.0,5.0,2.0,1,1,Slight,2,4,439520391,4470880771
23955,2,19,2.0,2,2.0,4.0,1.0,3,1,Serious,2,3,438812201,4470901797
23956,2,19,2.0,2,2.0,5.0,1.0,3,1,Slight,2,3,438812201,4470901797
23957,2,19,2.0,2,2.0,5.0,2.0,4,2,Slight,2,3,438812201,4470901797
27058,1,19,2.0,2,1.0,3.0,1.0,3,1,Slight,2,3,438812872,4470900213
27059,1,19,2.0,2,1.0,5.0,1.0,3,1,Slight,2,3,438812872,4470900213
27060,1,19,2.0,2,1.0,5.0,2.0,2,2,Slight,2,3,438812872,4470900213
25013,1,19,1.0,6,3.0,5.0,1.0,4,1,Slight,2,2,436205291,4470909216
25014,1,19,1.0,6,3.0,5.0,3.0,3,2,Slight,2,2,436205291,4470909216
27090,2,19,1.0,6,1.0,5.0,1.0,3,1,Slight,1,2,436207901,4470910260
27091,2,19,1.0,6,1.0,5.0,3.0,3,2,Serious,2,2,436207901,4470910260
20552,2,19,1.0,6,1.0,5.0,1.0,3,1,Slight,2,2,435417768,4470966909
20553,2,19,1.0,6,1.0,5.0,3.0,3,2,Slight,2,2,435417768,4470966909
37710,1,19,1.0,6,1.0,5.0,1.0,3,1,Slight,2,2,435421272,4470957048
37711,1,19,1.0,6,1.0,5.0,3.0,4,2,Serious,2,2,435421272,4470957048
23484,2,12,2.0,6,1.0,5.0,3.0,4,2,Serious,2,1,437183320,4470980488
27229,1,3,2.0,6,1.0,12.0,1.0,3,1,Slight,2,2,436928508,4470999401
27230,1,3,2.0,6,1.0,12.0,3.0,4,1,Serious,2,2,436928508,4470999401
48244,1,19,14.0,3,1.0,3.0,1.0,3,1,Serious,2,1,441438500,4471040230
20356,2,19,1.0,6,1.0,5.0,1.0,3,1,Slight,2,4,435355434,4471044248
20357,2,19,1.0,6,1.0,5.0,2.0,3,1,Slight,2,4,435355434,4471044248
20358,2,19,1.0,6,1.0,5.0,3.0,3,1,Serious,2,4,435355434,4471044248
20359,2,19,1.0,6,1.0,5.0,3.0,1,2,Serious,2,4,435355434,4471044248
25447,1,19,19.0,3,1.0,13.0,1.0,3,1,Serious,1,1,444527526,4471077203
43401,2,9,2.0,6,1.0,5.0,1.0,3,2,Slight,2,2,437939290,4471097570
43402,2,9,2.0,6,1.0,5.0,3.0,4,1,Slight,2,2,437939290,4471097570
47779,1,9,2.0,6,1.0,5.0,1.0,3,2,Slight,2,2,437939290,4471097570
47780,1,9,2.0,6,1.0,5.0,3.0,3,2,Serious,2,2,437939290,4471097570
54190,2,9,2.0,6,1.0,5.0,1.0,3,1,Slight,2,3,437939290,4471097570
54191,2,9,2.0,6,1.0,5.0,3.0,1,1,Serious,2,3,437939290,4471097570
54192,2,9,2.0,6,1.0,5.0,3.0,2,2,Serious,2,3,437939290,4471097570
14001,1,19,2.0,0,1.0,3.0,1.0,3,1,Serious,2,2,437861909,4471117580
14002,1,19,2.0,0,1.0,5.0,1.0,3,1,Slight,2,2,437861909,4471117580
39122,2,19,1.0,6,1.0,5.0,1.0,3,1,Slight,2,2,435598468,4471171991
39123,2,19,1.0,6,1.0,5.0,3.0,4,2,Serious,2,2,435598468,4471171991
30479,1,18,14.0,8,1.0,4.0,1.0,3,1,Serious,2,5,442325449,4471188414
30480,1,18,14.0,8,1.0,5.0,1.0,3,1,Slight,2,5,442325449,4471188414
30481,1,18,14.0,8,1.0,5.0,2.0,3,2,Slight,2,5,442325449,4471188414
12058,2,19,16.0,0,1.0,3.0,1.0,3,1,Serious,2,2,440507368,4471228230
12059,2,19,16.0,0,1.0,5.0,1.0,3,1,Slight,2,2,440507368,4471228230
43005,1,17,19.0,3,1.0,3.0,1.0,3,2,Slight,2,1,442938040,4471234000
44591,1,17,19.0,0,1.0,1.0,1.0,2,1,Slight,2,2,442938040,4471234000
44592,1,17,19.0,0,1.0,5.0,1.0,3,2,Slight,2,2,442938040,4471234000
45385,2,17,19.0,2,1.0,5.0,1.0,3,2,Slight,2,5,442938040,4471234000
45386,2,17,19.0,2,1.0,5.0,1.0,3,1,Slight,2,5,442938040,4471234000
45387,2,17,19.0,2,1.0,5.0,2.0,3,2,Slight,2,5,442938040,4471234000
45388,2,17,19.0,2,1.0,5.0,2.0,3,1,Slight,2,5,442938040,4471234000
47641,2,17,19.0,2,1.0,2.0,1.0,3,1,Slight,2,1,442938040,4471234000
52010,1,17,19.0,4,1.0,5.0,1.0,3,1,Slight,2,4,442938040,4471234000
52011,1,17,19.0,4,1.0,5.0,2.0,3,1,Slight,2,4,442938040,4471234000
52012,1,17,19.0,4,1.0,5.0,2.0,1,2,Slight,2,4,442938040,4471234000
52608,1,17,19.0,6,1.0,9.0,1.0,3,1,Slight,2,2,442938040,4471234000
52609,1,17,19.0,6,1.0,9.0,3.0,4,1,Serious,2,2,442938040,4471234000
53252,2,17,19.0,6,1.0,3.0,1.0,3,1,Slight,2,2,442938040,4471234000
53253,2,17,19.0,6,1.0,3.0,3.0,3,2,Slight,2,2,442938040,4471234000
53427,1,17,19.0,8,1.0,9.0,1.0,3,1,Slight,2,3,442938040,4471234000
53428,1,17,19.0,8,1.0,5.0,1.0,3,2,Slight,2,3,442938040,4471234000
53429,1,17,19.0,8,1.0,5.0,1.0,3,1,Slight,2,3,442938040,4471234000
21564,1,18,1.0,0,1.0,3.0,1.0,3,1,Serious,2,2,434021337,4471258617
21565,1,18,1.0,0,1.0,5.0,1.0,3,1,Slight,2,2,434021337,4471258617
7084,2,17,2.0,4,1.0,6.0,1.0,3,1,Slight,2,4,437574420,4471317275
7085,2,17,2.0,4,1.0,6.0,2.0,3,2,Slight,2,4,437574420,4471317275
7086,2,17,2.0,4,1.0,5.0,1.0,3,1,Serious,2,4,437574420,4471317275
7087,2,17,2.0,4,1.0,5.0,2.0,2,2,Serious,2,4,437574420,4471317275
38348,1,19,2.0,2,1.0,6.0,1.0,3,1,Slight,2,4,438102148,4471319177
38349,1,19,2.0,2,1.0,6.0,2.0,3,1,Slight,2,4,438102148,4471319177
38350,1,19,2.0,2,1.0,6.0,2.0,4,2,Slight,2,4,438102148,4471319177
38351,1,19,2.0,2,1.0,5.0,1.0,3,1,Slight,2,4,438102148,4471319177
51468,1,19,2.0,2,1.0,5.0,1.0,3,2,Slight,2,2,438105100,4471335370
51469,1,19,2.0,2,1.0,13.0,1.0,3,1,Serious,2,2,438105100,4471335370
27396,1,17,1.0,6,1.0,4.0,1.0,3,1,Slight,2,2,434893149,4471343652
27397,1,17,1.0,6,1.0,4.0,3.0,3,2,Serious,2,2,434893149,4471343652
29489,1,17,1.0,2,1.0,9.0,1.0,3,1,Slight,2,2,434897961,4471338005
29490,1,17,1.0,2,1.0,3.0,1.0,3,2,Slight,2,2,434897961,4471338005
4289,1,3,14.0,3,1.0,1.0,1.0,3,2,Serious,2,1,441068131,4471370787
30754,1,17,19.0,6,2.0,12.0,1.0,3,1,Slight,2,2,444744128,4471385779
30755,1,17,19.0,6,2.0,12.0,3.0,3,1,Serious,2,2,444744128,4471385779
32763,1,17,19.0,4,1.0,6.0,1.0,3,2,Slight,2,2,444727240,4471397989
32764,1,17,19.0,4,1.0,1.0,1.0,3,1,Serious,2,2,444727240,4471397989
35835,2,18,2.0,9,1.0,5.0,1.0,3,2,Slight,2,1,439815731,4471413255
36267,2,18,11.0,3,1.0,3.0,1.0,3,2,Serious,2,2,439817520,4471410347
36268,2,18,11.0,3,1.0,3.0,2.0,3,2,Serious,2,2,439817520,4471410347
42670,2,18,19.0,8,1.0,5.0,1.0,3,1,Slight,2,3,442534410,4471437930
42706,2,17,19.0,6,1.0,3.0,1.0,2,1,Slight,2,2,442534410,4471437930
42707,2,17,19.0,6,1.0,3.0,3.0,3,1,Slight,2,2,442534410,4471437930
44027,2,15,19.0,4,1.0,5.0,1.0,3,1,Slight,2,3,442534410,4471437930
44028,2,15,19.0,4,1.0,5.0,2.0,1,1,Slight,2,3,442534410,4471437930
44029,2,15,19.0,4,1.0,5.0,2.0,2,1,Slight,2,3,442534410,4471437930
44331,1,15,19.0,4,1.0,5.0,1.0,3,1,Slight,2,3,442534410,4471437930
44332,1,15,19.0,4,1.0,5.0,1.0,3,2,Slight,2,3,442534410,4471437930
44333,1,15,19.0,4,1.0,5.0,2.0,3,2,Slight,2,3,442534410,4471437930
45093,2,0,19.0,4,1.0,5.0,1.0,3,1,Slight,2,3,442534410,4471437930
45094,2,0,19.0,4,1.0,5.0,2.0,3,2,Slight,2,3,442534410,4471437930
47860,2,0,19.0,0,4.0,5.0,1.0,2,2,Slight,2,2,442534410,4471437930
47861,2,0,19.0,0,4.0,5.0,1.0,2,1,Slight,2,2,442534410,4471437930
52976,1,18,19.0,8,1.0,5.0,1.0,3,1,Slight,2,4,442534410,4471437930
52977,1,18,19.0,8,1.0,5.0,1.0,3,1,Fatal,2,4,442534410,4471437930
54184,1,0,19.0,4,1.0,5.0,1.0,3,2,Slight,2,4,442534410,4471437930
54185,1,0,19.0,4,1.0,5.0,1.0,3,1,Slight,2,4,442534410,4471437930
54186,1,0,19.0,4,1.0,5.0,2.0,3,2,Slight,2,4,442534410,4471437930
54187,1,0,19.0,4,1.0,5.0,2.0,4,2,Slight,2,4,442534410,4471437930
54188,1,18,19.0,4,1.0,5.0,1.0,3,1,Slight,2,3,442534410,4471437930
54189,1,18,19.0,4,1.0,5.0,2.0,3,1,Slight,2,3,442534410,4471437930
49649,2,3,2.0,6,1.0,6.0,1.0,3,1,Slight,2,2,439827760,4471452510
49650,2,3,2.0,6,1.0,6.0,3.0,3,1,Serious,2,2,439827760,4471452510
19130,2,3,14.0,6,1.0,5.0,1.0,2,1,Slight,2,2,441013793,4471474061
19131,2,3,14.0,6,1.0,5.0,3.0,3,1,Slight,2,2,441013793,4471474061
21540,1,3,14.0,6,1.0,4.0,1.0,3,1,Slight,2,2,441012488,4471460584
21541,1,3,14.0,6,1.0,4.0,3.0,2,1,Serious,2,2,441012488,4471460584
39087,1,3,14.0,6,1.0,6.0,1.0,3,2,Slight,2,2,441007455,4471482486
39088,1,3,14.0,6,1.0,6.0,3.0,3,2,Fatal,2,2,441007455,4471482486
4504,1,17,1.0,4,1.0,5.0,1.0,3,2,Slight,2,2,434754613,4471506085
4505,1,17,1.0,4,1.0,5.0,1.0,3,1,Slight,2,2,434754613,4471506085
15788,2,17,1.0,3,1.0,3.0,1.0,2,1,Slight,2,1,434747344,4471509683
23934,1,17,1.0,0,1.0,3.0,1.0,3,1,Serious,2,3,434746710,4471496802
23935,1,17,1.0,0,1.0,5.0,1.0,3,2,Slight,2,3,434746710,4471496802
23936,1,17,1.0,0,1.0,5.0,2.0,4,2,Slight,2,3,434746710,4471496802
17462,1,18,19.0,4,1.0,4.0,1.0,3,1,Serious,2,8,442607257,4471532144
17463,1,18,19.0,4,1.0,5.0,1.0,3,1,Slight,2,8,442607257,4471532144
17464,1,18,19.0,4,1.0,5.0,1.0,3,2,Slight,2,8,442607257,4471532144
32125,1,18,19.0,8,1.0,9.0,1.0,3,2,Slight,2,4,446251771,4471565250
32126,1,18,19.0,8,1.0,5.0,1.0,3,2,Slight,2,4,446251771,4471565250
32127,1,18,19.0,8,1.0,5.0,1.0,3,1,Slight,2,4,446251771,4471565250
32128,1,18,19.0,8,1.0,5.0,1.0,3,1,Serious,2,4,446251771,4471565250
7428,1,19,1.0,4,1.0,4.0,1.0,3,1,Slight,2,2,435650326,4471584133
7429,1,19,1.0,4,1.0,5.0,1.0,3,2,Slight,2,2,435650326,4471584133
40857,1,19,1.0,2,1.0,9.0,1.0,3,1,Slight,2,5,435644436,4471592208
40858,1,19,1.0,2,1.0,9.0,2.0,2,1,Slight,2,5,435644436,4471592208
40859,1,19,1.0,2,1.0,5.0,1.0,2,1,Slight,2,5,435644436,4471592208
40860,1,19,1.0,2,1.0,5.0,3.0,4,2,Fatal,2,5,435644436,4471592208
40861,1,19,1.0,2,1.0,5.0,3.0,4,2,Serious,2,5,435644436,4471592208
18205,2,19,2.0,6,3.0,5.0,1.0,3,1,Slight,2,2,438530040,4471601636
18206,2,19,2.0,6,3.0,5.0,3.0,1,1,Serious,2,2,438530040,4471601636
28569,1,19,19.0,6,1.0,9.0,1.0,3,1,Slight,2,3,443429116,4471627640
28570,1,19,19.0,6,1.0,9.0,2.0,3,1,Slight,2,3,443429116,4471627640
28571,1,19,19.0,6,1.0,9.0,3.0,4,2,Serious,2,3,443429116,4471627640
26524,1,19,1.0,6,1.0,5.0,1.0,3,1,Slight,2,3,435445579,4471642347
26525,1,19,1.0,6,1.0,5.0,2.0,3,2,Slight,2,3,435445579,4471642347
26526,1,19,1.0,6,1.0,5.0,3.0,4,2,Serious,2,3,435445579,4471642347
42398,1,19,1.0,6,1.0,5.0,1.0,3,2,Slight,2,2,436185458,4471656066
42399,1,19,1.0,6,1.0,5.0,3.0,4,1,Serious,2,2,436185458,4471656066
9986,2,19,19.0,6,2.0,6.0,1.0,3,1,Slight,2,2,443450180,4471695771
9987,2,19,19.0,6,2.0,6.0,3.0,2,1,Serious,2,2,443450180,4471695771
17218,1,17,1.0,4,1.0,1.0,1.0,3,1,Serious,2,2,437058280,4471710142
17219,1,17,1.0,4,1.0,5.0,1.0,3,2,Slight,2,2,437058280,4471710142
32444,2,19,2.0,6,1.0,5.0,1.0,3,2,Slight,2,2,439911169,4471734994
32445,2,19,2.0,6,1.0,5.0,3.0,2,1,Serious,2,2,439911169,4471734994
2427,1,19,1.0,6,1.0,5.0,1.0,3,2,Slight,2,2,435286822,4471774502
2428,1,19,1.0,6,1.0,5.0,3.0,4,1,Slight,2,2,435286822,4471774502
9725,2,19,1.0,2,1.0,3.0,1.0,3,2,Slight,2,2,435293145,4471771392
9726,2,19,1.0,2,1.0,5.0,1.0,4,1,Slight,2,2,435293145,4471771392
32044,2,19,1.0,6,1.0,5.0,1.0,4,1,Slight,2,3,435291161,4471775589
32045,2,19,1.0,6,1.0,5.0,2.0,4,2,Slight,2,3,435291161,4471775589
32046,2,19,1.0,6,1.0,5.0,3.0,4,2,Serious,2,3,435291161,4471775589
46828,1,19,14.0,6,1.0,5.0,1.0,3,1,Slight,2,2,442369880,4471803390
46829,1,19,14.0,6,1.0,5.0,3.0,3,2,Slight,2,2,442369880,4471803390
46995,1,19,14.0,2,2.0,5.0,1.0,3,1,Slight,2,4,442369880,4471803390
46996,1,19,14.0,2,2.0,5.0,2.0,3,1,Slight,2,4,442369880,4471803390
48187,1,19,14.0,1,1.0,5.0,1.0,4,1,Slight,2,1,442369880,4471803390
49435,1,19,14.0,2,1.0,12.0,1.0,3,2,Slight,2,2,442369880,4471803390
49436,1,19,14.0,2,1.0,5.0,1.0,4,1,Slight,2,2,442369880,4471803390
49687,1,19,14.0,2,1.0,3.0,1.0,3,1,Serious,2,4,442369880,4471803390
49688,1,19,14.0,2,1.0,3.0,2.0,3,2,Slight,2,4,442369880,4471803390
49689,1,19,14.0,2,1.0,5.0,1.0,3,1,Slight,2,4,442369880,4471803390
49690,1,19,14.0,2,1.0,5.0,2.0,3,1,Slight,2,4,442369880,4471803390
50941,1,17,14.0,6,1.0,9.0,1.0,3,1,Slight,2,2,442369880,4471803390
50942,1,17,14.0,6,1.0,9.0,3.0,3,2,Slight,2,2,442369880,4471803390
51839,1,19,14.0,4,1.0,5.0,1.0,3,2,Slight,2,5,442369880,4471803390
51840,1,19,14.0,4,1.0,5.0,1.0,3,1,Slight,2,5,442369880,4471803390
51841,1,19,14.0,4,1.0,5.0,2.0,3,2,Slight,2,5,442369880,4471803390
21455,1,19,2.0,2,1.0,3.0,1.0,3,1,Slight,2,2,438777569,4471809060
21456,1,19,2.0,2,1.0,5.0,1.0,3,1,Slight,2,2,438777569,4471809060
25333,1,19,2.0,2,2.0,4.0,1.0,3,1,Serious,2,2,438767091,4471819562
25334,1,19,2.0,2,2.0,5.0,1.0,3,1,Slight,2,2,438767091,4471819562
1450,2,18,3.0,2,3.0,5.0,1.0,3,2,Slight,2,1,445812154,4471854140
20065,2,19,3.0,5,1.0,3.0,1.0,3,2,Serious,2,2,445807382,4471850654
20066,2,19,3.0,5,1.0,5.0,1.0,3,2,Slight,2,2,445807382,4471850654
30613,2,16,1.0,3,1.0,4.0,1.0,3,1,Serious,2,2,434406148,4471870041
30614,2,16,1.0,3,1.0,4.0,2.0,3,2,Slight,2,2,434406148,4471870041
1954,2,19,2.0,2,7.0,4.0,1.0,3,1,Slight,2,2,438907191,4471899000
1955,2,19,2.0,2,7.0,5.0,1.0,3,2,Slight,2,2,438907191,4471899000
40450,1,19,2.0,3,1.0,1.0,1.0,3,1,Serious,2,1,438910903,4471899390
53305,1,19,2.0,3,1.0,3.0,1.0,3,1,Slight,2,1,438916640,4471896900
13924,1,19,1.0,6,1.0,5.0,1.0,3,2,Slight,2,2,434566568,4471919345
13925,1,19,1.0,6,1.0,5.0,3.0,4,2,Serious,2,2,434566568,4471919345
11585,1,19,14.0,6,1.0,4.0,1.0,3,1,Slight,2,2,440744438,4471927863
11586,1,19,14.0,6,1.0,4.0,3.0,3,2,Serious,2,2,440744438,4471927863
43262,1,0,2.0,3,1.0,4.0,1.0,2,1,Slight,2,1,439821800,4471948200
46205,2,9,2.0,3,1.0,3.0,1.0,3,1,Slight,2,1,439821800,4471948200
47410,1,5,2.0,8,1.0,9.0,1.0,3,2,Slight,2,5,439821800,4471948200
47411,1,5,2.0,8,1.0,5.0,1.0,3,1,Slight,2,5,439821800,4471948200
47412,1,5,2.0,8,1.0,5.0,2.0,2,2,Slight,2,5,439821800,4471948200
47413,1,5,2.0,8,1.0,5.0,2.0,3,2,Slight,2,5,439821800,4471948200
48361,1,18,2.0,3,1.0,2.0,1.0,3,2,Serious,2,2,439821800,4471948200
48362,1,18,2.0,3,1.0,2.0,2.0,3,1,Slight,2,2,439821800,4471948200
52357,2,5,2.0,11,1.0,4.0,1.0,3,1,Slight,2,1,439821800,4471948200
52969,2,18,2.0,3,7.0,3.0,1.0,3,1,Serious,2,2,439821800,4471948200
52970,2,18,2.0,3,7.0,3.0,2.0,3,2,Serious,2,2,439821800,4471948200
51148,2,3,1.0,2,1.0,5.0,1.0,3,1,Slight,2,2,434791760,4471970010
51149,2,3,1.0,2,1.0,13.0,1.0,3,1,Serious,2,2,434791760,4471970010
8620,1,17,19.0,3,1.0,6.0,1.0,3,1,Slight,2,2,443470908,4471994317
8621,1,17,19.0,3,1.0,6.0,2.0,3,2,Slight,2,2,443470908,4471994317
12363,2,17,19.0,2,1.0,3.0,1.0,3,1,Slight,2,3,443472250,4471990663
12364,2,17,19.0,2,1.0,5.0,1.0,3,1,Slight,2,3,443472250,4471990663
12365,2,17,19.0,2,1.0,5.0,1.0,4,1,Serious,2,3,443472250,4471990663
