,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,latitude,longitude,Accident Time Sin,Accident Time Cos
1716,2519635,2392216,0,2,2,80,3,2,1,37,2,1998,1,2,0,3,Slight,-37.97103,145.22347,-0.8870108331782216,0.4617486132350341
3011,2519635,2392216,0,2,1,70,1,1,4,43,1,1994,1,3,1,2,Assistance,-37.97103,145.22347,0.766044443118978,-0.6427876096865394
3012,2519635,2392216,0,2,1,70,1,1,4,43,17,2004,1,3,1,2,Assistance,-37.97103,145.22347,0.766044443118978,-0.6427876096865394
3013,2519635,2392216,0,2,1,70,1,1,4,43,1,1994,1,2,0,2,Assistance,-37.97103,145.22347,0.766044443118978,-0.6427876096865394
3014,2519635,2392216,0,2,1,70,1,1,4,43,17,2004,1,2,0,2,Assistance,-37.97103,145.22347,0.766044443118978,-0.6427876096865394
3015,2519635,2392216,0,2,1,70,1,1,4,43,1,1994,1,2,0,3,Assistance,-37.97103,145.22347,0.766044443118978,-0.6427876096865394
3016,2519635,2392216,0,2,1,70,1,1,4,43,17,2004,1,2,0,3,Assistance,-37.97103,145.22347,0.766044443118978,-0.6427876096865394
5342,2519635,2392216,0,3,1,60,1,1,3,49,1,1994,1,3,1,4,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5343,2519635,2392216,0,3,1,60,1,1,3,49,1,1992,1,3,1,4,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5344,2519635,2392216,0,3,1,60,1,1,3,49,1,1999,1,3,1,4,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5345,2519635,2392216,0,3,1,60,1,1,3,49,1,1994,1,3,1,2,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5346,2519635,2392216,0,3,1,60,1,1,3,49,1,1992,1,3,1,2,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5347,2519635,2392216,0,3,1,60,1,1,3,49,1,1999,1,3,1,2,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5348,2519635,2392216,0,3,1,60,1,1,3,49,1,1994,1,3,0,3,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5349,2519635,2392216,0,3,1,60,1,1,3,49,1,1992,1,3,0,3,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5350,2519635,2392216,0,3,1,60,1,1,3,49,1,1999,1,3,0,3,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5351,2519635,2392216,0,3,1,60,1,1,3,49,1,1994,1,2,0,4,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5352,2519635,2392216,0,3,1,60,1,1,3,49,1,1992,1,2,0,4,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5353,2519635,2392216,0,3,1,60,1,1,3,49,1,1999,1,2,0,4,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5354,2519635,2392216,0,3,1,60,1,1,3,49,1,1994,1,2,0,3,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5355,2519635,2392216,0,3,1,60,1,1,3,49,1,1992,1,2,0,3,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5356,2519635,2392216,0,3,1,60,1,1,3,49,1,1999,1,2,0,3,Slight,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5357,2519635,2392216,0,3,1,60,1,1,3,49,1,1994,1,2,1,3,Assistance,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5358,2519635,2392216,0,3,1,60,1,1,3,49,1,1992,1,2,1,3,Assistance,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
5359,2519635,2392216,0,3,1,60,1,1,3,49,1,1999,1,2,1,3,Assistance,-37.97103,145.22347,-0.6427876096865393,-0.766044443118978
707,2513855,2392345,0,3,1,50,3,1,7,31,2,1990,1,2,0,3,Slight,-37.96997,145.15768,0.3420201433256687,0.9396926207859084
708,2513855,2392345,0,3,1,50,3,1,7,31,2,1987,1,2,0,3,Slight,-37.96997,145.15768,0.3420201433256687,0.9396926207859084
709,2513855,2392345,0,3,1,50,3,1,7,31,2,1994,1,2,0,3,Slight,-37.96997,145.15768,0.3420201433256687,0.9396926207859084
710,2513855,2392345,0,3,1,50,3,1,7,31,2,1990,1,2,1,3,Assistance,-37.96997,145.15768,0.3420201433256687,0.9396926207859084
711,2513855,2392345,0,3,1,50,3,1,7,31,2,1987,1,2,1,3,Assistance,-37.96997,145.15768,0.3420201433256687,0.9396926207859084
712,2513855,2392345,0,3,1,50,3,1,7,31,2,1994,1,2,1,3,Assistance,-37.96997,145.15768,0.3420201433256687,0.9396926207859084
1493,2518555,2392378,0,3,1,60,3,1,3,36,1,1990,1,2,1,2,Assistance,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1494,2518555,2392378,0,3,1,60,3,1,3,36,1,1998,1,2,1,2,Assistance,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1495,2518555,2392378,0,3,1,60,3,1,3,36,1,1996,1,2,1,2,Assistance,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1496,2518555,2392378,0,3,1,60,3,1,3,36,1,1990,1,2,1,3,Slight,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1497,2518555,2392378,0,3,1,60,3,1,3,36,1,1998,1,2,1,3,Slight,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1498,2518555,2392378,0,3,1,60,3,1,3,36,1,1996,1,2,1,3,Slight,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1499,2518555,2392378,0,3,1,60,3,1,3,36,1,1990,1,2,1,3,Assistance,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1500,2518555,2392378,0,3,1,60,3,1,3,36,1,1998,1,2,1,3,Assistance,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
1501,2518555,2392378,0,3,1,60,3,1,3,36,1,1996,1,2,1,3,Assistance,-37.9696,145.21118,-0.9961946980917455,0.08715574274765789
4493,2507264,2392493,0,2,1,60,1,1,5,2,7,1996,1,3,0,1,Assistance,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
4494,2507264,2392493,0,2,1,60,1,1,5,2,1,1982,1,3,0,1,Assistance,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
4495,2507264,2392493,0,2,1,60,1,1,5,2,7,1996,1,3,1,1,Slight,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
4496,2507264,2392493,0,2,1,60,1,1,5,2,1,1982,1,3,1,1,Slight,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
4497,2507264,2392493,0,2,1,60,1,1,5,2,7,1996,1,2,0,3,Slight,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
4498,2507264,2392493,0,2,1,60,1,1,5,2,1,1982,1,2,0,3,Slight,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
4499,2507264,2392493,0,2,1,60,1,1,5,2,7,1996,1,2,1,3,Assistance,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
4500,2507264,2392493,0,2,1,60,1,1,5,2,1,1982,1,2,1,3,Assistance,-37.96872,145.08267,-0.8191520442889916,-0.5735764363510464
9862,2501566,2392632,0,2,1,60,1,1,4,46,2,1996,1,3,0,3,Slight,-37.96749,145.01782,0.6087614290087209,-0.793353340291235
9863,2501566,2392632,0,2,1,60,1,1,4,46,1,1989,1,3,0,3,Slight,-37.96749,145.01782,0.6087614290087209,-0.793353340291235
9864,2501566,2392632,0,2,1,60,1,1,4,46,2,1996,1,2,1,3,Assistance,-37.96749,145.01782,0.6087614290087209,-0.793353340291235
9865,2501566,2392632,0,2,1,60,1,1,4,46,1,1989,1,2,1,3,Assistance,-37.96749,145.01782,0.6087614290087209,-0.793353340291235
2083,2513118,2392659,0,1,2,80,3,2,5,40,1,2005,4,3,1,3,Assistance,-37.96715,145.14929,-0.3420201433256686,0.9396926207859084
2084,2513118,2392659,0,1,2,80,3,2,5,40,1,2005,4,2,1,3,Assistance,-37.96715,145.14929,-0.3420201433256686,0.9396926207859084
2958,2513118,2392659,0,2,1,80,2,1,3,43,5,1997,1,2,0,3,Assistance,-37.96715,145.14929,0.9659258262890683,-0.25881904510252085
2959,2513118,2392659,0,2,1,80,2,1,3,43,1,1994,1,2,0,3,Assistance,-37.96715,145.14929,0.9659258262890683,-0.25881904510252085
4874,2505078,2392833,2,3,1,80,1,1,5,49,1,2005,1,2,1,3,Slight,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4875,2505078,2392833,2,3,1,80,1,1,5,49,1,2002,1,2,1,3,Slight,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4876,2505078,2392833,2,3,1,80,1,1,5,49,5,2000,1,2,1,3,Slight,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4877,2505078,2392833,2,3,1,80,1,1,5,49,1,2005,1,2,1,2,Assistance,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4878,2505078,2392833,2,3,1,80,1,1,5,49,1,2002,1,2,1,2,Assistance,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4879,2505078,2392833,2,3,1,80,1,1,5,49,5,2000,1,2,1,2,Assistance,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4880,2505078,2392833,2,3,1,80,1,1,5,49,1,2005,1,2,0,2,Slight,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4881,2505078,2392833,2,3,1,80,1,1,5,49,1,2002,1,2,0,2,Slight,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4882,2505078,2392833,2,3,1,80,1,1,5,49,5,2000,1,2,0,2,Slight,-37.96567,145.05779,0.08715574274765864,-0.9961946980917455
4479,2504897,2392882,0,2,1,60,1,1,5,1,1,1997,1,3,0,1,Slight,-37.96523,145.05573,-0.9961946980917455,-0.08715574274765825
4480,2504897,2392882,0,2,1,60,1,1,5,1,10,1900,1,3,0,1,Slight,-37.96523,145.05573,-0.9961946980917455,-0.08715574274765825
4481,2504897,2392882,0,2,1,60,1,1,5,1,1,1997,1,2,1,3,Slight,-37.96523,145.05573,-0.9961946980917455,-0.08715574274765825
4482,2504897,2392882,0,2,1,60,1,1,5,1,10,1900,1,2,1,3,Slight,-37.96523,145.05573,-0.9961946980917455,-0.08715574274765825
4483,2504897,2392882,0,2,1,60,1,1,5,1,1,1997,1,4,0,3,Assistance,-37.96523,145.05573,-0.9961946980917455,-0.08715574274765825
4484,2504897,2392882,0,2,1,60,1,1,5,1,10,1900,1,4,0,3,Assistance,-37.96523,145.05573,-0.9961946980917455,-0.08715574274765825
5268,2514811,2392958,0,2,2,60,1,2,5,48,6,2004,1,2,0,3,Slight,-37.96444,145.16856,-0.5372996083468239,-0.8433914458128856
5269,2514811,2392958,0,2,2,60,1,2,5,48,1,1997,1,2,0,3,Slight,-37.96444,145.16856,-0.5372996083468239,-0.8433914458128856
5270,2514811,2392958,0,2,2,60,1,2,5,48,6,2004,1,2,0,2,Assistance,-37.96444,145.16856,-0.5372996083468239,-0.8433914458128856
5271,2514811,2392958,0,2,2,60,1,2,5,48,1,1997,1,2,0,2,Assistance,-37.96444,145.16856,-0.5372996083468239,-0.8433914458128856
2652,2519755,2393111,0,2,1,80,1,1,2,40,1,2003,1,3,1,4,Slight,-37.96296,145.22481,-0.13052619222005177,-0.9914448613738104
2653,2519755,2393111,0,2,1,80,1,1,2,40,5,1998,1,3,1,4,Slight,-37.96296,145.22481,-0.13052619222005177,-0.9914448613738104
2654,2519755,2393111,0,2,1,80,1,1,2,40,1,2003,1,2,1,3,Slight,-37.96296,145.22481,-0.13052619222005177,-0.9914448613738104
2655,2519755,2393111,0,2,1,80,1,1,2,40,5,1998,1,2,1,3,Slight,-37.96296,145.22481,-0.13052619222005177,-0.9914448613738104
2656,2519755,2393111,0,2,1,80,1,1,2,40,1,2003,1,2,1,3,Assistance,-37.96296,145.22481,-0.13052619222005177,-0.9914448613738104
2657,2519755,2393111,0,2,1,80,1,1,2,40,5,1998,1,2,1,3,Assistance,-37.96296,145.22481,-0.13052619222005177,-0.9914448613738104
2861,2511985,2393204,0,2,1,80,1,1,6,40,1,1982,4,2,0,3,Assistance,-37.96226,145.13639,-3.216245299353273e-16,-1.0
644,2512922,2393258,0,2,2,60,3,2,4,31,1,1988,1,2,1,3,Assistance,-37.96176,145.14705,0.9961946980917455,0.08715574274765814
645,2512922,2393258,0,2,2,60,3,2,4,31,1,1985,1,2,1,3,Assistance,-37.96176,145.14705,0.9961946980917455,0.08715574274765814
646,2512922,2393258,0,2,2,60,3,2,4,31,1,1988,1,2,0,3,Assistance,-37.96176,145.14705,0.9961946980917455,0.08715574274765814
647,2512922,2393258,0,2,2,60,3,2,4,31,1,1985,1,2,0,3,Assistance,-37.96176,145.14705,0.9961946980917455,0.08715574274765814
3781,2511947,2393408,0,3,1,60,1,1,3,46,7,1999,1,3,1,3,Assistance,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
3782,2511947,2393408,0,3,1,60,1,1,3,46,1,1989,1,3,1,3,Assistance,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
3783,2511947,2393408,0,3,1,60,1,1,3,46,7,1999,1,3,1,1,Slight,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
3784,2511947,2393408,0,3,1,60,1,1,3,46,1,1989,1,3,1,1,Slight,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
3785,2511947,2393408,0,3,1,60,1,1,3,46,7,1999,1,2,0,3,Slight,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
3786,2511947,2393408,0,3,1,60,1,1,3,46,1,1989,1,2,0,3,Slight,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
3787,2511947,2393408,0,3,1,60,1,1,3,46,7,1999,1,2,1,3,Assistance,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
3788,2511947,2393408,0,3,1,60,1,1,3,46,1,1989,1,2,1,3,Assistance,-37.96042,145.13596,-0.6755902076156598,-0.7372773368101244
4455,2504741,2393432,2,3,1,60,1,1,6,52,1,1980,1,3,1,2,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4456,2504741,2393432,2,3,1,60,1,1,6,52,1,1981,1,3,1,2,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4457,2504741,2393432,2,3,1,60,1,1,6,52,1,1988,1,3,1,2,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4458,2504741,2393432,2,3,1,60,1,1,6,52,1,1980,1,3,0,3,Assistance,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4459,2504741,2393432,2,3,1,60,1,1,6,52,1,1981,1,3,0,3,Assistance,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4460,2504741,2393432,2,3,1,60,1,1,6,52,1,1988,1,3,0,3,Assistance,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4461,2504741,2393432,2,3,1,60,1,1,6,52,1,1980,1,3,1,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4462,2504741,2393432,2,3,1,60,1,1,6,52,1,1981,1,3,1,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4463,2504741,2393432,2,3,1,60,1,1,6,52,1,1988,1,3,1,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4464,2504741,2393432,2,3,1,60,1,1,6,52,1,1980,1,2,1,2,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4465,2504741,2393432,2,3,1,60,1,1,6,52,1,1981,1,2,1,2,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4466,2504741,2393432,2,3,1,60,1,1,6,52,1,1988,1,2,1,2,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4467,2504741,2393432,2,3,1,60,1,1,6,52,1,1980,1,2,1,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4468,2504741,2393432,2,3,1,60,1,1,6,52,1,1981,1,2,1,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4469,2504741,2393432,2,3,1,60,1,1,6,52,1,1988,1,2,1,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4470,2504741,2393432,2,3,1,60,1,1,6,52,1,1980,1,2,0,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4471,2504741,2393432,2,3,1,60,1,1,6,52,1,1981,1,2,0,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
4472,2504741,2393432,2,3,1,60,1,1,6,52,1,1988,1,2,0,3,Slight,-37.96027,145.05396,-0.6755902076156605,0.7372773368101239
5535,2503365,2393605,0,2,1,60,1,1,4,49,1,1977,1,3,1,4,Assistance,-37.95872,145.0383,-0.7660444431189779,-0.6427876096865395
5536,2503365,2393605,0,2,1,60,1,1,4,49,1,1990,1,3,1,4,Assistance,-37.95872,145.0383,-0.7660444431189779,-0.6427876096865395
5537,2503365,2393605,0,2,1,60,1,1,4,49,1,1977,1,2,0,4,Slight,-37.95872,145.0383,-0.7660444431189779,-0.6427876096865395
5538,2503365,2393605,0,2,1,60,1,1,4,49,1,1990,1,2,0,4,Slight,-37.95872,145.0383,-0.7660444431189779,-0.6427876096865395
5539,2503365,2393605,0,2,1,60,1,1,4,49,1,1977,1,2,1,3,Assistance,-37.95872,145.0383,-0.7660444431189779,-0.6427876096865395
5540,2503365,2393605,0,2,1,60,1,1,4,49,1,1990,1,2,1,3,Assistance,-37.95872,145.0383,-0.7660444431189779,-0.6427876096865395
5577,2504612,2393661,2,4,1,80,1,1,6,49,1,2005,1,3,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5578,2504612,2393661,2,4,1,80,1,1,6,49,1,1996,1,3,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5579,2504612,2393661,2,4,1,80,1,1,6,49,1,2004,1,3,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5580,2504612,2393661,2,4,1,80,1,1,6,49,1,1991,1,3,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5581,2504612,2393661,2,4,1,80,1,1,6,49,1,2005,1,2,1,2,Assistance,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5582,2504612,2393661,2,4,1,80,1,1,6,49,1,1996,1,2,1,2,Assistance,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5583,2504612,2393661,2,4,1,80,1,1,6,49,1,2004,1,2,1,2,Assistance,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5584,2504612,2393661,2,4,1,80,1,1,6,49,1,1991,1,2,1,2,Assistance,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5585,2504612,2393661,2,4,1,80,1,1,6,49,1,2005,1,2,0,2,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5586,2504612,2393661,2,4,1,80,1,1,6,49,1,1996,1,2,0,2,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5587,2504612,2393661,2,4,1,80,1,1,6,49,1,2004,1,2,0,2,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5588,2504612,2393661,2,4,1,80,1,1,6,49,1,1991,1,2,0,2,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5589,2504612,2393661,2,4,1,80,1,1,6,49,1,2005,1,2,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5590,2504612,2393661,2,4,1,80,1,1,6,49,1,1996,1,2,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5591,2504612,2393661,2,4,1,80,1,1,6,49,1,2004,1,2,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5592,2504612,2393661,2,4,1,80,1,1,6,49,1,1991,1,2,1,3,Slight,-37.95821,145.05248,-0.3007057995042727,-0.953716950748227
5554,2504432,2393765,0,2,1,60,1,1,5,49,1,1991,1,2,1,2,Assistance,-37.95727,145.05044,-0.9238795325112865,-0.38268343236509034
5555,2504432,2393765,0,2,1,60,1,1,5,49,1,2004,1,2,1,2,Assistance,-37.95727,145.05044,-0.9238795325112865,-0.38268343236509034
5556,2504432,2393765,0,2,1,60,1,1,5,49,1,1991,1,2,1,3,Assistance,-37.95727,145.05044,-0.9238795325112865,-0.38268343236509034
5557,2504432,2393765,0,2,1,60,1,1,5,49,1,2004,1,2,1,3,Assistance,-37.95727,145.05044,-0.9238795325112865,-0.38268343236509034
405,2512516,2393869,1,3,1,50,1,1,4,27,1,1990,1,3,1,1,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
406,2512516,2393869,1,3,1,50,1,1,4,27,1,1985,1,3,1,1,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
407,2512516,2393869,1,3,1,50,1,1,4,27,1,1987,1,3,1,1,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
408,2512516,2393869,1,3,1,50,1,1,4,27,1,1990,1,3,1,3,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
409,2512516,2393869,1,3,1,50,1,1,4,27,1,1985,1,3,1,3,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
410,2512516,2393869,1,3,1,50,1,1,4,27,1,1987,1,3,1,3,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
411,2512516,2393869,1,3,1,50,1,1,4,27,1,1990,1,3,0,1,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
412,2512516,2393869,1,3,1,50,1,1,4,27,1,1985,1,3,0,1,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
413,2512516,2393869,1,3,1,50,1,1,4,27,1,1987,1,3,0,1,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
414,2512516,2393869,1,3,1,50,1,1,4,27,1,1990,1,3,1,1,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
415,2512516,2393869,1,3,1,50,1,1,4,27,1,1985,1,3,1,1,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
416,2512516,2393869,1,3,1,50,1,1,4,27,1,1987,1,3,1,1,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
417,2512516,2393869,1,3,1,50,1,1,4,27,1,1990,1,3,0,1,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
418,2512516,2393869,1,3,1,50,1,1,4,27,1,1985,1,3,0,1,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
419,2512516,2393869,1,3,1,50,1,1,4,27,1,1987,1,3,0,1,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
420,2512516,2393869,1,3,1,50,1,1,4,27,1,1990,1,2,1,3,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
421,2512516,2393869,1,3,1,50,1,1,4,27,1,1985,1,2,1,3,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
422,2512516,2393869,1,3,1,50,1,1,4,27,1,1987,1,2,1,3,Slight,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
423,2512516,2393869,1,3,1,50,1,1,4,27,1,1990,1,2,0,3,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
424,2512516,2393869,1,3,1,50,1,1,4,27,1,1985,1,2,0,3,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
425,2512516,2393869,1,3,1,50,1,1,4,27,1,1987,1,2,0,3,Assistance,-37.95627,145.14243,-0.8433914458128855,-0.5372996083468242
3894,2517252,2393977,0,2,1,50,3,1,1,48,1,1995,1,2,0,2,Assistance,-37.95521,145.19631,0.13052619222005157,0.9914448613738104
3895,2517252,2393977,0,2,1,50,3,1,1,48,1,1998,1,2,0,2,Assistance,-37.95521,145.19631,0.13052619222005157,0.9914448613738104
6648,2502489,2394054,0,2,1,60,1,1,1,51,1,2004,1,2,0,4,Assistance,-37.95468,145.02833,-0.9961946980917455,-0.08715574274765825
6649,2502489,2394054,0,2,1,60,1,1,1,51,1,2003,1,2,0,4,Assistance,-37.95468,145.02833,-0.9961946980917455,-0.08715574274765825
1737,2517280,2394155,0,4,1,50,3,1,1,37,1,1999,1,2,1,3,Assistance,-37.95361,145.19663,-0.953716950748227,0.3007057995042726
1738,2517280,2394155,0,4,1,50,3,1,1,37,2,2004,1,2,1,3,Assistance,-37.95361,145.19663,-0.953716950748227,0.3007057995042726
1739,2517280,2394155,0,4,1,50,3,1,1,37,2,1987,1,2,1,3,Assistance,-37.95361,145.19663,-0.953716950748227,0.3007057995042726
1740,2517280,2394155,0,4,1,50,3,1,1,37,1,1998,1,2,1,3,Assistance,-37.95361,145.19663,-0.953716950748227,0.3007057995042726
6371,2515671,2394272,2,2,1,80,1,1,6,51,2,1999,1,2,0,2,Slight,-37.95259,145.17832,-0.13052619222005177,-0.9914448613738104
6372,2515671,2394272,2,2,1,80,1,1,6,51,1,2002,1,2,0,2,Slight,-37.95259,145.17832,-0.13052619222005177,-0.9914448613738104
6373,2515671,2394272,2,2,1,80,1,1,6,51,2,1999,1,2,1,3,Assistance,-37.95259,145.17832,-0.13052619222005177,-0.9914448613738104
6374,2515671,2394272,2,2,1,80,1,1,6,51,1,2002,1,2,1,3,Assistance,-37.95259,145.17832,-0.13052619222005177,-0.9914448613738104
1297,2521926,2394371,5,1,1,80,3,1,2,35,2,1992,4,3,0,1,Assistance,-37.95157,145.24949,0.8660254037844386,0.5000000000000001
1298,2521926,2394371,5,1,1,80,3,1,2,35,2,1992,4,2,0,1,Assistance,-37.95157,145.24949,0.8660254037844386,0.5000000000000001
1958,2513772,2394473,0,2,1,50,3,1,6,38,1,2000,1,3,0,1,Assistance,-37.9508,145.15671,-0.9659258262890684,0.2588190451025203
1959,2513772,2394473,0,2,1,50,3,1,6,38,1,1999,1,3,0,1,Assistance,-37.9508,145.15671,-0.9659258262890684,0.2588190451025203
1960,2513772,2394473,0,2,1,50,3,1,6,38,1,2000,1,2,0,3,Slight,-37.9508,145.15671,-0.9659258262890684,0.2588190451025203
1961,2513772,2394473,0,2,1,50,3,1,6,38,1,1999,1,2,0,3,Slight,-37.9508,145.15671,-0.9659258262890684,0.2588190451025203
1962,2513772,2394473,0,2,1,50,3,1,6,38,1,2000,1,2,0,2,Assistance,-37.9508,145.15671,-0.9659258262890684,0.2588190451025203
1963,2513772,2394473,0,2,1,50,3,1,6,38,1,1999,1,2,0,2,Assistance,-37.9508,145.15671,-0.9659258262890684,0.2588190451025203
12,2513412,2394498,0,2,1,60,1,1,4,29,5,2003,1,3,1,4,Assistance,-37.95059,145.15261,0.6087614290087209,-0.793353340291235
13,2513412,2394498,0,2,1,60,1,1,4,29,5,1997,1,3,1,4,Assistance,-37.95059,145.15261,0.6087614290087209,-0.793353340291235
14,2513412,2394498,0,2,1,60,1,1,4,29,5,2003,1,2,0,3,Assistance,-37.95059,145.15261,0.6087614290087209,-0.793353340291235
15,2513412,2394498,0,2,1,60,1,1,4,29,5,1997,1,2,0,3,Assistance,-37.95059,145.15261,0.6087614290087209,-0.793353340291235
16,2513412,2394498,0,2,1,60,1,1,4,29,5,2003,1,2,0,4,Assistance,-37.95059,145.15261,0.6087614290087209,-0.793353340291235
17,2513412,2394498,0,2,1,60,1,1,4,29,5,1997,1,2,0,4,Assistance,-37.95059,145.15261,0.6087614290087209,-0.793353340291235
