,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,latitude,longitude,Accident Time Sin,Accident Time Cos
3789,2512311,2377447,3,2,1,100,1,1,3,44,1,2005,4,2,0,3,Assistance,-38.10421,145.14037,-0.8870108331782218,-0.4617486132350336
8833,2512359,2377529,0,2,1,60,1,1,2,51,2,1998,1,2,1,3,Assistance,-38.10347,145.14091,-0.9537169507482269,-0.30070579950427295
8834,2512359,2377529,0,2,1,60,1,1,2,51,2,2001,1,2,1,3,Assistance,-38.10347,145.14091,-0.9537169507482269,-0.30070579950427295
8835,2512359,2377529,0,2,1,60,1,1,2,51,2,1998,1,2,0,3,Assistance,-38.10347,145.14091,-0.9537169507482269,-0.30070579950427295
8836,2512359,2377529,0,2,1,60,1,1,2,51,2,2001,1,2,0,3,Assistance,-38.10347,145.14091,-0.9537169507482269,-0.30070579950427295
975,2515965,2377638,5,2,1,50,1,1,7,32,10,1998,1,4,0,2,Assistance,-38.10244,145.18202,-0.8191520442889916,-0.5735764363510464
976,2515965,2377638,5,2,1,50,1,1,7,32,1,2005,1,4,0,2,Assistance,-38.10244,145.18202,-0.8191520442889916,-0.5735764363510464
3003,2516203,2377799,0,2,1,70,1,1,3,43,1,1993,1,6,0,1,Assistance,-38.10098,145.18473,0.8191520442889917,-0.5735764363510462
3004,2516203,2377799,0,2,1,70,1,1,3,43,1,1993,1,2,1,3,Slight,-38.10098,145.18473,0.8191520442889917,-0.5735764363510462
76,2516021,2377828,5,2,2,60,3,2,6,27,4,1997,1,2,0,3,Slight,-38.10072,145.18265,-0.5000000000000004,0.8660254037844384
77,2516021,2377828,5,2,2,60,3,2,6,27,1,2001,1,2,0,3,Slight,-38.10072,145.18265,-0.5000000000000004,0.8660254037844384
774,2516021,2377828,5,2,2,70,1,2,4,31,1,2000,1,2,0,4,Slight,-38.10072,145.18265,0.4617486132350339,-0.8870108331782217
775,2516021,2377828,5,2,2,70,1,2,4,31,1,1999,1,2,0,4,Slight,-38.10072,145.18265,0.4617486132350339,-0.8870108331782217
776,2516021,2377828,5,2,2,70,1,2,4,31,1,2000,1,2,1,3,Assistance,-38.10072,145.18265,0.4617486132350339,-0.8870108331782217
777,2516021,2377828,5,2,2,70,1,2,4,31,1,1999,1,2,1,3,Assistance,-38.10072,145.18265,0.4617486132350339,-0.8870108331782217
1469,2515206,2377959,0,2,1,70,3,1,5,34,1,1991,1,3,0,3,Assistance,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
1470,2515206,2377959,0,2,1,70,3,1,5,34,8,2005,1,3,0,3,Assistance,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
1471,2515206,2377959,0,2,1,70,3,1,5,34,1,1991,1,3,1,3,Assistance,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
1472,2515206,2377959,0,2,1,70,3,1,5,34,8,2005,1,3,1,3,Assistance,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
1473,2515206,2377959,0,2,1,70,3,1,5,34,1,1991,1,2,0,2,Assistance,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
1474,2515206,2377959,0,2,1,70,3,1,5,34,8,2005,1,2,0,2,Assistance,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
1475,2515206,2377959,0,2,1,70,3,1,5,34,1,1991,1,2,1,3,Slight,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
1476,2515206,2377959,0,2,1,70,3,1,5,34,8,2005,1,2,1,3,Slight,-38.09955,145.17336,-0.953716950748227,0.3007057995042726
2147,2515156,2377968,0,2,1,80,1,1,4,38,2,2001,1,2,1,3,Slight,-38.09948,145.17279,0.258819045102521,-0.9659258262890682
2148,2515156,2377968,0,2,1,80,1,1,4,38,1,1993,1,2,1,3,Slight,-38.09948,145.17279,0.258819045102521,-0.9659258262890682
2149,2515156,2377968,0,2,1,80,1,1,4,38,2,2001,1,2,1,3,Assistance,-38.09948,145.17279,0.258819045102521,-0.9659258262890682
2150,2515156,2377968,0,2,1,80,1,1,4,38,1,1993,1,2,1,3,Assistance,-38.09948,145.17279,0.258819045102521,-0.9659258262890682
2753,2525149,2378052,0,3,1,50,1,1,3,39,1,1999,1,3,1,2,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2754,2525149,2378052,0,3,1,50,1,1,3,39,2,1993,1,3,1,2,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2755,2525149,2378052,0,3,1,50,1,1,3,39,2,1996,1,3,1,2,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2756,2525149,2378052,0,3,1,50,1,1,3,39,1,1999,1,3,0,1,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2757,2525149,2378052,0,3,1,50,1,1,3,39,2,1993,1,3,0,1,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2758,2525149,2378052,0,3,1,50,1,1,3,39,2,1996,1,3,0,1,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2759,2525149,2378052,0,3,1,50,1,1,3,39,1,1999,1,2,0,2,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2760,2525149,2378052,0,3,1,50,1,1,3,39,2,1993,1,2,0,2,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2761,2525149,2378052,0,3,1,50,1,1,3,39,2,1996,1,2,0,2,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2762,2525149,2378052,0,3,1,50,1,1,3,39,1,1999,1,2,1,3,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2763,2525149,2378052,0,3,1,50,1,1,3,39,2,1993,1,2,1,3,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2764,2525149,2378052,0,3,1,50,1,1,3,39,2,1996,1,2,1,3,Assistance,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2765,2525149,2378052,0,3,1,50,1,1,3,39,1,1999,1,2,0,3,Slight,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2766,2525149,2378052,0,3,1,50,1,1,3,39,2,1993,1,2,0,3,Slight,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
2767,2525149,2378052,0,3,1,50,1,1,3,39,2,1996,1,2,0,3,Slight,-38.0985,145.28671,-0.9659258262890681,-0.2588190451025215
794,2512622,2378139,3,1,1,100,3,1,2,31,1,1990,4,2,0,3,Assistance,-38.09797,145.1439,0.4617486132350339,0.8870108331782217
1308,2524078,2378218,0,1,1,60,1,7,2,35,10,2004,4,4,0,3,Assistance,-38.09704,145.2745,-0.9238795325112865,-0.38268343236509034
261,2523091,2378381,22,2,1,60,2,1,4,30,1,1980,1,2,0,2,Assistance,-38.09559,145.26324,0.9762960071199335,-0.21643961393810257
262,2523091,2378381,22,2,1,60,2,1,4,30,4,2003,1,2,0,2,Assistance,-38.09559,145.26324,0.9762960071199335,-0.21643961393810257
263,2523091,2378381,22,2,1,60,2,1,4,30,1,1980,1,2,0,3,Slight,-38.09559,145.26324,0.9762960071199335,-0.21643961393810257
264,2523091,2378381,22,2,1,60,2,1,4,30,4,2003,1,2,0,3,Slight,-38.09559,145.26324,0.9762960071199335,-0.21643961393810257
3245,2523103,2378379,22,2,1,50,3,1,6,44,10,1999,1,4,0,3,Assistance,-38.09561,145.26338,0.8433914458128857,0.5372996083468239
3246,2523103,2378379,22,2,1,50,3,1,6,44,1,1985,1,4,0,3,Assistance,-38.09561,145.26338,0.8433914458128857,0.5372996083468239
1190,2520726,2378460,0,1,1,100,3,1,1,34,1,1995,4,2,1,3,Assistance,-38.09494,145.23628,1.0,-1.6081226496766364e-16
4128,2545218,2378555,0,1,1,100,5,1,7,48,2,1992,6,2,1,2,Assistance,-38.09321,145.51547,0.737277336810124,0.6755902076156604
2701,2524698,2378584,2,3,1,80,2,1,6,41,1,2000,1,2,1,3,Assistance,-38.09372,145.28155,-0.9961946980917455,-0.08715574274765825
2702,2524698,2378584,2,3,1,80,2,1,6,41,1,1987,1,2,1,3,Assistance,-38.09372,145.28155,-0.9961946980917455,-0.08715574274765825
2703,2524698,2378584,2,3,1,80,2,1,6,41,4,2000,1,2,1,3,Assistance,-38.09372,145.28155,-0.9961946980917455,-0.08715574274765825
2704,2524698,2378584,2,3,1,80,2,1,6,41,1,2000,1,2,0,2,Slight,-38.09372,145.28155,-0.9961946980917455,-0.08715574274765825
2705,2524698,2378584,2,3,1,80,2,1,6,41,1,1987,1,2,0,2,Slight,-38.09372,145.28155,-0.9961946980917455,-0.08715574274765825
2706,2524698,2378584,2,3,1,80,2,1,6,41,4,2000,1,2,0,2,Slight,-38.09372,145.28155,-0.9961946980917455,-0.08715574274765825
5829,2443495,2378690,0,2,1,60,3,1,4,49,1,1995,4,2,1,3,Assistance,-38.09138,144.3559,-0.38268343236508956,0.9238795325112868
5830,2443495,2378690,0,2,1,60,3,1,4,49,2,1993,4,2,1,3,Assistance,-38.09138,144.3559,-0.38268343236508956,0.9238795325112868
8434,2336536,2378803,0,1,1,100,1,1,4,14,10,2004,8,4,0,3,Assistance,-38.07767,143.13688,-0.2588190451025208,-0.9659258262890683
4989,2511248,2379050,6,2,1,60,1,1,6,49,2,2002,1,2,0,3,Slight,-38.08979,145.12822,-0.9961946980917455,0.08715574274765789
4990,2511248,2379050,6,2,1,60,1,1,6,49,10,1988,1,2,0,3,Slight,-38.08979,145.12822,-0.9961946980917455,0.08715574274765789
4991,2511248,2379050,6,2,1,60,1,1,6,49,2,2002,1,4,0,2,Assistance,-38.08979,145.12822,-0.9961946980917455,0.08715574274765789
4992,2511248,2379050,6,2,1,60,1,1,6,49,10,1988,1,4,0,2,Assistance,-38.08979,145.12822,-0.9961946980917455,0.08715574274765789
6007,2443584,2379105,10,1,1,50,1,1,5,50,2,1997,2,1,1,1,Assistance,-38.08764,144.35694,0.766044443118978,-0.6427876096865394
6008,2443584,2379105,10,1,1,50,1,1,5,50,2,1997,2,2,1,3,Slight,-38.08764,144.35694,0.766044443118978,-0.6427876096865394
73,2517570,2379234,0,1,2,80,4,2,6,27,1,1995,4,3,1,1,Assistance,-38.08803,145.20028,0.984807753012208,-0.1736481776669303
74,2517570,2379234,0,1,2,80,4,2,6,27,1,1995,4,3,0,2,Assistance,-38.08803,145.20028,0.984807753012208,-0.1736481776669303
75,2517570,2379234,0,1,2,80,4,2,6,27,1,1995,4,2,1,1,Assistance,-38.08803,145.20028,0.984807753012208,-0.1736481776669303
2095,2513073,2379340,3,1,1,100,5,1,6,38,10,1994,4,4,0,3,Assistance,-38.08715,145.14902,-0.08715574274765832,0.9961946980917455
2399,2555710,2379394,4,1,1,50,1,1,1,43,1,1984,2,1,0,3,Assistance,-38.08508,145.63501,-0.5000000000000001,-0.8660254037844386
2400,2555710,2379394,4,1,1,50,1,1,1,43,1,1984,2,2,0,3,Assistance,-38.08508,145.63501,-0.5000000000000001,-0.8660254037844386
8957,2443436,2379482,1,1,1,50,1,1,4,45,1,1991,4,2,1,2,Assistance,-38.08423,144.35528,-0.13052619222005177,-0.9914448613738104
5272,2515416,2379574,0,1,1,100,2,1,7,49,1,1983,4,3,0,2,Assistance,-38.085,145.17572,-0.8660254037844386,0.5000000000000001
5273,2515416,2379574,0,1,1,100,2,1,7,49,1,1983,4,2,0,2,Assistance,-38.085,145.17572,-0.8660254037844386,0.5000000000000001
8127,2442668,2379658,0,1,1,60,1,1,5,51,1,1986,2,1,1,4,Assistance,-38.0826,144.34654,-0.5000000000000001,-0.8660254037844386
8128,2442668,2379658,0,1,1,60,1,1,5,51,1,1986,2,2,0,2,Slight,-38.0826,144.34654,-0.5000000000000001,-0.8660254037844386
1505,2524482,2379822,0,2,1,60,1,1,4,34,2,1993,1,3,1,1,Slight,-38.08258,145.27905,0.7071067811865476,-0.7071067811865475
1506,2524482,2379822,0,2,1,60,1,1,4,34,2,1993,1,2,1,3,Slight,-38.08258,145.27905,0.7071067811865476,-0.7071067811865475
1507,2524482,2379822,0,2,1,60,1,1,4,34,2,1993,1,2,1,3,Assistance,-38.08258,145.27905,0.7071067811865476,-0.7071067811865475
108,2511223,2379904,0,1,1,50,3,1,6,29,1,1988,4,2,0,3,Assistance,-38.08209,145.12793,-0.17364817766693127,0.9848077530122079
550,2542660,2380010,4,2,1,50,1,1,2,31,1,1989,1,3,1,4,Slight,-38.08022,145.48623,-0.08715574274765794,-0.9961946980917455
551,2542660,2380010,4,2,1,50,1,1,2,31,1,1990,1,3,1,4,Slight,-38.08022,145.48623,-0.08715574274765794,-0.9961946980917455
552,2542660,2380010,4,2,1,50,1,1,2,31,1,1989,1,2,0,4,Slight,-38.08022,145.48623,-0.08715574274765794,-0.9961946980917455
553,2542660,2380010,4,2,1,50,1,1,2,31,1,1990,1,2,0,4,Slight,-38.08022,145.48623,-0.08715574274765794,-0.9961946980917455
554,2542660,2380010,4,2,1,50,1,1,2,31,1,1989,1,2,1,3,Assistance,-38.08022,145.48623,-0.08715574274765794,-0.9961946980917455
555,2542660,2380010,4,2,1,50,1,1,2,31,1,1990,1,2,1,3,Assistance,-38.08022,145.48623,-0.08715574274765794,-0.9961946980917455
689,2522648,2380114,0,2,1,80,1,1,6,31,1,1990,1,3,0,1,Slight,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
690,2522648,2380114,0,2,1,80,1,1,6,31,1,1989,1,3,0,1,Slight,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
691,2522648,2380114,0,2,1,80,1,1,6,31,1,1990,1,3,1,3,Assistance,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
692,2522648,2380114,0,2,1,80,1,1,6,31,1,1989,1,3,1,3,Assistance,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
693,2522648,2380114,0,2,1,80,1,1,6,31,1,1990,1,2,0,3,Slight,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
694,2522648,2380114,0,2,1,80,1,1,6,31,1,1989,1,2,0,3,Slight,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
695,2522648,2380114,0,2,1,80,1,1,6,31,1,1990,1,2,1,2,Slight,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
696,2522648,2380114,0,2,1,80,1,1,6,31,1,1989,1,2,1,2,Slight,-38.07999,145.25813,-0.38268343236508967,-0.9238795325112868
844,2522648,2380114,0,2,1,80,1,1,5,31,1,1995,1,2,1,3,Slight,-38.07999,145.25813,-0.8433914458128855,-0.5372996083468242
845,2522648,2380114,0,2,1,80,1,1,5,31,1,1997,1,2,1,3,Slight,-38.07999,145.25813,-0.8433914458128855,-0.5372996083468242
846,2522648,2380114,0,2,1,80,1,1,5,31,1,1995,1,2,1,2,Assistance,-38.07999,145.25813,-0.8433914458128855,-0.5372996083468242
847,2522648,2380114,0,2,1,80,1,1,5,31,1,1997,1,2,1,2,Assistance,-38.07999,145.25813,-0.8433914458128855,-0.5372996083468242
6082,2510874,2380171,1,1,2,60,3,2,6,51,1,1990,4,2,0,3,Assistance,-38.07969,145.12394,0.9238795325112867,0.38268343236508984
1821,2520861,2380398,0,3,2,80,1,2,6,37,2,2005,1,2,1,3,Assistance,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1822,2520861,2380398,0,3,2,80,1,2,6,37,2,1986,1,2,1,3,Assistance,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1823,2520861,2380398,0,3,2,80,1,2,6,37,1,1984,1,2,1,3,Assistance,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1824,2520861,2380398,0,3,2,80,1,2,6,37,2,2005,1,2,0,3,Assistance,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1825,2520861,2380398,0,3,2,80,1,2,6,37,2,1986,1,2,0,3,Assistance,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1826,2520861,2380398,0,3,2,80,1,2,6,37,1,1984,1,2,0,3,Assistance,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1827,2520861,2380398,0,3,2,80,1,2,6,37,2,2005,1,2,0,2,Slight,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1828,2520861,2380398,0,3,2,80,1,2,6,37,2,1986,1,2,0,2,Slight,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
1829,2520861,2380398,0,3,2,80,1,2,6,37,1,1984,1,2,0,2,Slight,-38.07747,145.23776,-0.04361938736533583,-0.9990482215818578
7272,2444453,2380497,4,2,1,60,1,1,1,51,1,2005,1,2,0,3,Assistance,-38.07515,144.36695,-0.9396926207859084,-0.34202014332566855
7273,2444453,2380497,4,2,1,60,1,1,1,51,1,1992,1,2,0,3,Assistance,-38.07515,144.36695,-0.9396926207859084,-0.34202014332566855
7874,2443703,2380606,0,2,1,60,3,1,6,51,1,1988,1,3,0,2,Slight,-38.07413,144.35841,-0.21643961393810288,0.9762960071199334
7875,2443703,2380606,0,2,1,60,3,1,6,51,1,1999,1,3,0,2,Slight,-38.07413,144.35841,-0.21643961393810288,0.9762960071199334
7876,2443703,2380606,0,2,1,60,3,1,6,51,1,1988,1,2,0,2,Slight,-38.07413,144.35841,-0.21643961393810288,0.9762960071199334
7877,2443703,2380606,0,2,1,60,3,1,6,51,1,1999,1,2,0,2,Slight,-38.07413,144.35841,-0.21643961393810288,0.9762960071199334
7878,2443703,2380606,0,2,1,60,3,1,6,51,1,1988,1,2,1,3,Assistance,-38.07413,144.35841,-0.21643961393810288,0.9762960071199334
7879,2443703,2380606,0,2,1,60,3,1,6,51,1,1999,1,2,1,3,Assistance,-38.07413,144.35841,-0.21643961393810288,0.9762960071199334
3298,2583431,2380693,0,1,2,100,1,2,2,45,1,1998,4,2,1,3,Assistance,-38.0713,145.95081,0.6087614290087209,-0.793353340291235
297,2523809,2380761,2,2,2,60,1,2,2,30,4,1989,1,2,0,4,Slight,-38.07413,145.27134,0.8191520442889917,-0.5735764363510462
298,2523809,2380761,2,2,2,60,1,2,2,30,1,2001,1,2,0,4,Slight,-38.07413,145.27134,0.8191520442889917,-0.5735764363510462
299,2523809,2380761,2,2,2,60,1,2,2,30,4,1989,1,2,1,2,Assistance,-38.07413,145.27134,0.8191520442889917,-0.5735764363510462
300,2523809,2380761,2,2,2,60,1,2,2,30,1,2001,1,2,1,2,Assistance,-38.07413,145.27134,0.8191520442889917,-0.5735764363510462
8904,2516986,2380824,2,2,1,100,1,1,4,50,1,1986,1,2,0,2,Assistance,-38.07371,145.19358,-1.0,-1.8369701987210297e-16
8905,2516986,2380824,2,2,1,100,1,1,4,50,1,1997,1,2,0,2,Assistance,-38.07371,145.19358,-1.0,-1.8369701987210297e-16
8906,2516986,2380824,2,2,1,100,1,1,4,50,1,1986,1,2,1,3,Slight,-38.07371,145.19358,-1.0,-1.8369701987210297e-16
8907,2516986,2380824,2,2,1,100,1,1,4,50,1,1997,1,2,1,3,Slight,-38.07371,145.19358,-1.0,-1.8369701987210297e-16
1981,2517066,2380992,0,1,1,80,3,1,2,39,10,1997,4,4,0,3,Assistance,-38.0722,145.1945,-0.3420201433256686,0.9396926207859084
1508,2541699,2381020,2,2,1,80,1,1,1,34,1,2001,1,2,1,3,Slight,-38.07117,145.47521,-0.3007057995042727,-0.953716950748227
1509,2541699,2381020,2,2,1,80,1,1,1,34,1,1994,1,2,1,3,Slight,-38.07117,145.47521,-0.3007057995042727,-0.953716950748227
1510,2541699,2381020,2,2,1,80,1,1,1,34,1,2001,1,2,1,3,Assistance,-38.07117,145.47521,-0.3007057995042727,-0.953716950748227
1511,2541699,2381020,2,2,1,80,1,1,1,34,1,1994,1,2,1,3,Assistance,-38.07117,145.47521,-0.3007057995042727,-0.953716950748227
2626,2541699,2381020,2,2,1,80,1,1,2,43,1,1996,1,2,0,3,Slight,-38.07117,145.47521,0.5735764363510459,-0.8191520442889919
2627,2541699,2381020,2,2,1,80,1,1,2,43,10,2001,1,2,0,3,Slight,-38.07117,145.47521,0.5735764363510459,-0.8191520442889919
2628,2541699,2381020,2,2,1,80,1,1,2,43,1,1996,1,4,0,2,Assistance,-38.07117,145.47521,0.5735764363510459,-0.8191520442889919
2629,2541699,2381020,2,2,1,80,1,1,2,43,10,2001,1,4,0,2,Assistance,-38.07117,145.47521,0.5735764363510459,-0.8191520442889919
5139,2541689,2381025,2,3,1,80,1,1,7,49,1,1997,1,3,1,2,Assistance,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5140,2541689,2381025,2,3,1,80,1,1,7,49,1,2005,1,3,1,2,Assistance,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5141,2541689,2381025,2,3,1,80,1,1,7,49,4,1995,1,3,1,2,Assistance,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5142,2541689,2381025,2,3,1,80,1,1,7,49,1,1997,1,3,1,1,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5143,2541689,2381025,2,3,1,80,1,1,7,49,1,2005,1,3,1,1,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5144,2541689,2381025,2,3,1,80,1,1,7,49,4,1995,1,3,1,1,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5145,2541689,2381025,2,3,1,80,1,1,7,49,1,1997,1,3,1,3,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5146,2541689,2381025,2,3,1,80,1,1,7,49,1,2005,1,3,1,3,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5147,2541689,2381025,2,3,1,80,1,1,7,49,4,1995,1,3,1,3,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5148,2541689,2381025,2,3,1,80,1,1,7,49,1,1997,1,2,0,2,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5149,2541689,2381025,2,3,1,80,1,1,7,49,1,2005,1,2,0,2,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5150,2541689,2381025,2,3,1,80,1,1,7,49,4,1995,1,2,0,2,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5151,2541689,2381025,2,3,1,80,1,1,7,49,1,1997,1,2,1,2,Assistance,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5152,2541689,2381025,2,3,1,80,1,1,7,49,1,2005,1,2,1,2,Assistance,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5153,2541689,2381025,2,3,1,80,1,1,7,49,4,1995,1,2,1,2,Assistance,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5154,2541689,2381025,2,3,1,80,1,1,7,49,1,1997,1,2,0,3,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5155,2541689,2381025,2,3,1,80,1,1,7,49,1,2005,1,2,0,3,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
5156,2541689,2381025,2,3,1,80,1,1,7,49,4,1995,1,2,0,3,Slight,-38.07113,145.4751,-0.7372773368101242,-0.67559020761566
7231,2541724,2381014,2,2,1,80,1,1,1,51,2,2005,1,3,0,3,Assistance,-38.07123,145.4755,0.7071067811865476,-0.7071067811865475
7232,2541724,2381014,2,2,1,80,1,1,1,51,4,2003,1,3,0,3,Assistance,-38.07123,145.4755,0.7071067811865476,-0.7071067811865475
7233,2541724,2381014,2,2,1,80,1,1,1,51,2,2005,1,2,0,3,Slight,-38.07123,145.4755,0.7071067811865476,-0.7071067811865475
7234,2541724,2381014,2,2,1,80,1,1,1,51,4,2003,1,2,0,3,Slight,-38.07123,145.4755,0.7071067811865476,-0.7071067811865475
7235,2541724,2381014,2,2,1,80,1,1,1,51,2,2005,1,2,0,3,Assistance,-38.07123,145.4755,0.7071067811865476,-0.7071067811865475
7236,2541724,2381014,2,2,1,80,1,1,1,51,4,2003,1,2,0,3,Assistance,-38.07123,145.4755,0.7071067811865476,-0.7071067811865475
5275,2510634,2381137,2,2,1,60,1,1,3,50,5,2004,1,2,0,3,Assistance,-38.07099,145.12119,-0.9762960071199334,-0.21643961393810282
5276,2510634,2381137,2,2,1,60,1,1,3,50,1,2003,1,2,0,3,Assistance,-38.07099,145.12119,-0.9762960071199334,-0.21643961393810282
5277,2510634,2381137,2,2,1,60,1,1,3,50,5,2004,1,2,1,2,Assistance,-38.07099,145.12119,-0.9762960071199334,-0.21643961393810282
5278,2510634,2381137,2,2,1,60,1,1,3,50,1,2003,1,2,1,2,Assistance,-38.07099,145.12119,-0.9762960071199334,-0.21643961393810282
1919,2543610,2381337,2,2,1,80,1,1,4,38,1,1993,1,3,1,1,Slight,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
1920,2543610,2381337,2,2,1,80,1,1,4,38,1,1999,1,3,1,1,Slight,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
1921,2543610,2381337,2,2,1,80,1,1,4,38,1,1993,1,3,0,1,Slight,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
1922,2543610,2381337,2,2,1,80,1,1,4,38,1,1999,1,3,0,1,Slight,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
1923,2543610,2381337,2,2,1,80,1,1,4,38,1,1993,1,2,0,4,Slight,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
1924,2543610,2381337,2,2,1,80,1,1,4,38,1,1999,1,2,0,4,Slight,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
1925,2543610,2381337,2,2,1,80,1,1,4,38,1,1993,1,2,1,3,Assistance,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
1926,2543610,2381337,2,2,1,80,1,1,4,38,1,1999,1,2,1,3,Assistance,-38.06823,145.49697,0.08715574274765864,-0.9961946980917455
8336,2543610,2381337,2,2,1,80,1,1,1,51,1,2002,1,2,0,4,Slight,-38.06823,145.49697,-0.6755902076156598,-0.7372773368101244
8337,2543610,2381337,2,2,1,80,1,1,1,51,2,2004,1,2,0,4,Slight,-38.06823,145.49697,-0.6755902076156598,-0.7372773368101244
8338,2543610,2381337,2,2,1,80,1,1,1,51,1,2002,1,2,0,3,Slight,-38.06823,145.49697,-0.6755902076156598,-0.7372773368101244
8339,2543610,2381337,2,2,1,80,1,1,1,51,2,2004,1,2,0,3,Slight,-38.06823,145.49697,-0.6755902076156598,-0.7372773368101244
6650,2437882,2381409,0,2,1,100,1,1,3,50,1,1997,1,2,1,3,Assistance,-38.06652,144.29214,-0.13052619222005177,-0.9914448613738104
6651,2437882,2381409,0,2,1,100,1,1,3,50,2,1993,1,2,1,3,Assistance,-38.06652,144.29214,-0.13052619222005177,-0.9914448613738104
6652,2437882,2381409,0,2,1,100,1,1,3,50,1,1997,1,2,0,3,Slight,-38.06652,144.29214,-0.13052619222005177,-0.9914448613738104
6653,2437882,2381409,0,2,1,100,1,1,3,50,2,1993,1,2,0,3,Slight,-38.06652,144.29214,-0.13052619222005177,-0.9914448613738104
3244,2540797,2381498,8,1,1,50,1,1,4,44,10,2001,4,4,0,3,Assistance,-38.0669,145.4649,-0.9914448613738105,0.13052619222005127
2065,2544177,2381617,2,1,2,80,1,2,6,40,1,1993,6,2,0,3,Assistance,-38.06568,145.50342,-0.8660254037844384,-0.5000000000000004
327,2526250,2381737,0,2,2,80,6,2,4,28,1,1989,1,2,0,2,Slight,-38.06528,145.29912,-0.9238795325112865,-0.38268343236509034
328,2526250,2381737,0,2,2,80,6,2,4,28,1,2001,1,2,0,2,Slight,-38.06528,145.29912,-0.9238795325112865,-0.38268343236509034
