,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,coordenada_x_utm,coordenada_y_utm,drogas_alcohol_positivo,vehiculos_implicados,dia_semana,semana_en_año,Latitude,Longitude
32256,2,3,1.0,8,3.0,5.0,2.0,3,1,Slight,437236.856,4473462.927,2,8,1,22,40.40941853838928,-3.73971184235492
32257,2,3,1.0,8,3.0,5.0,2.0,3,2,Serious,437236.856,4473462.927,2,8,1,22,40.40941853838928,-3.73971184235492
32258,2,3,1.0,8,3.0,5.0,3.0,3,2,Serious,437236.856,4473462.927,2,8,1,22,40.40941853838928,-3.73971184235492
32259,2,3,1.0,8,3.0,5.0,3.0,1,1,Slight,437236.856,4473462.927,2,8,1,22,40.40941853838928,-3.73971184235492
44931,1,19,3.0,2,1.0,1.0,1.0,1,1,Slight,446412.16,4473550.01,2,2,4,9,40.41084426613082,-3.6315879377146096
44932,1,19,3.0,2,1.0,3.0,1.0,3,2,Serious,446412.16,4473550.01,2,2,4,9,40.41084426613082,-3.6315879377146096
49573,2,3,14.0,3,1.0,1.0,1.0,3,1,Serious,439012.71,4473557.99,2,2,3,21,40.41040690841272,-3.71879273546348
49574,2,3,14.0,3,1.0,5.0,1.0,3,1,Slight,439012.71,4473557.99,2,2,3,21,40.41040690841272,-3.71879273546348
53294,2,7,3.0,5,1.0,4.0,1.0,3,1,Serious,444350.63,4473572.35,2,3,3,30,40.41091024763403,-3.655885666099078
53295,2,7,3.0,5,1.0,5.0,1.0,2,1,Slight,444350.63,4473572.35,2,3,3,30,40.41091024763403,-3.655885666099078
53296,2,7,3.0,5,1.0,5.0,2.0,2,1,Slight,444350.63,4473572.35,2,3,3,30,40.41091024763403,-3.655885666099078
5904,2,19,0.0,2,1.0,4.0,1.0,2,1,Slight,439861.587,4473591.705,2,2,6,12,40.410772390044364,-3.708791837052938
5905,2,19,0.0,2,1.0,5.0,1.0,3,1,Slight,439861.587,4473591.705,2,2,6,12,40.410772390044364,-3.708791837052938
13278,1,19,0.0,4,1.0,9.0,1.0,3,1,Slight,439862.146,4473599.133,2,2,3,26,40.41083934535046,-3.708785951211138
13279,1,19,0.0,4,1.0,4.0,1.0,3,1,Serious,439862.146,4473599.133,2,2,3,26,40.41083934535046,-3.708785951211138
40962,2,19,0.0,3,1.0,4.0,1.0,2,1,Slight,439860.434,4473592.113,2,1,2,49,40.41077598219864,-3.708805463897672
19810,1,19,1.0,6,1.0,9.0,1.0,3,1,Slight,438072.355,4473613.001,1,2,6,40,40.41083304408654,-3.729880213813024
19811,1,19,1.0,6,1.0,9.0,3.0,4,2,Serious,438072.355,4473613.001,2,2,6,40,40.41083304408654,-3.729880213813024
38538,1,3,15.0,3,1.0,13.0,1.0,3,1,Serious,442397.365,4473634.233,2,1,7,42,40.41133484577042,-3.678911020056903
30030,1,19,3.0,6,1.0,9.0,1.0,5,3,Slight,445881.981,4473646.181,2,2,4,8,40.41167633155421,-3.6378444583591
30031,1,19,3.0,6,1.0,9.0,3.0,3,2,Serious,445881.981,4473646.181,2,2,4,8,40.41167633155421,-3.6378444583591
46600,2,3,1.0,3,1.0,1.0,1.0,3,1,Serious,438617.09,4473665.96,2,1,6,13,40.41135047039438,-3.723465555047334
50801,1,3,1.0,2,1.0,1.0,1.0,3,1,Slight,438617.09,4473665.96,2,2,2,24,40.41135047039438,-3.723465555047334
49776,2,3,0.0,6,1.0,5.0,1.0,3,2,Slight,441183.14,4473668.2,1,3,1,22,40.41155592483288,-3.69322416692925
49777,2,3,0.0,6,1.0,5.0,2.0,3,2,Slight,441183.14,4473668.2,2,3,1,22,40.41155592483288,-3.69322416692925
49778,2,3,0.0,6,1.0,5.0,3.0,2,2,Serious,441183.14,4473668.2,2,3,1,22,40.41155592483288,-3.69322416692925
43922,1,19,3.0,6,1.0,5.0,1.0,3,1,Slight,444276.75,4473689.14,2,2,3,6,40.41195741570494,-3.656766592956827
43923,1,19,3.0,6,1.0,5.0,3.0,3,2,Serious,444276.75,4473689.14,2,2,3,6,40.41195741570494,-3.656766592956827
41376,1,0,1.0,3,1.0,1.0,1.0,3,1,Serious,438648.538,4473709.093,2,1,6,48,40.41174134999004,-3.723099092692164
16434,1,16,18.0,2,1.0,12.0,1.0,3,1,Slight,450636.761,4473733.139,2,3,2,33,40.41275527265367,-3.58181340669628
16435,1,16,18.0,2,1.0,5.0,1.0,3,1,Slight,450636.761,4473733.139,2,3,2,33,40.41275527265367,-3.58181340669628
16436,1,16,18.0,2,1.0,5.0,2.0,3,2,Slight,450636.761,4473733.139,2,3,2,33,40.41275527265367,-3.58181340669628
39268,2,16,18.0,2,1.0,12.0,1.0,2,1,Slight,450633.406,4473737.091,2,3,6,44,40.41279067602583,-3.581853254689944
39269,2,16,18.0,2,1.0,12.0,2.0,2,1,Slight,450633.406,4473737.091,2,3,6,44,40.41279067602583,-3.581853254689944
39270,2,16,18.0,2,1.0,5.0,1.0,3,1,Serious,450633.406,4473737.091,2,3,6,44,40.41279067602583,-3.581853254689944
49990,1,17,1.0,6,1.0,5.0,1.0,3,1,Slight,438513.32,4473754.14,2,2,4,22,40.41213717560062,-3.724697028356192
49991,1,17,1.0,6,1.0,5.0,3.0,3,2,Serious,438513.32,4473754.14,2,2,4,22,40.41213717560062,-3.724697028356192
43007,1,18,1.0,1,1.0,5.0,1.0,3,2,Slight,437583.79,4473763.86,2,1,6,2,40.41215555380284,-3.735652799496264
43251,1,18,1.0,3,2.0,4.0,1.0,3,1,Slight,437583.79,4473763.86,2,1,2,4,40.41215555380284,-3.735652799496264
44234,1,9,1.0,0,1.0,5.0,1.0,3,2,Slight,437583.79,4473763.86,2,1,3,7,40.41215555380284,-3.735652799496264
46448,1,18,1.0,8,1.0,9.0,1.0,3,1,Slight,437583.79,4473763.86,2,3,3,13,40.41215555380284,-3.735652799496264
46449,1,18,1.0,8,1.0,5.0,1.0,3,2,Slight,437583.79,4473763.86,2,3,3,13,40.41215555380284,-3.735652799496264
46450,1,18,1.0,8,1.0,5.0,1.0,4,2,Slight,437583.79,4473763.86,2,3,3,13,40.41215555380284,-3.735652799496264
50393,1,18,1.0,3,1.0,3.0,1.0,3,1,Serious,437583.79,4473763.86,2,1,3,23,40.41215555380284,-3.735652799496264
53101,1,5,1.0,0,1.0,12.0,1.0,3,1,Slight,437583.79,4473763.86,2,2,1,30,40.41215555380284,-3.735652799496264
53102,1,5,1.0,0,1.0,5.0,1.0,3,2,Slight,437583.79,4473763.86,2,2,1,30,40.41215555380284,-3.735652799496264
53493,1,18,1.0,4,1.0,4.0,1.0,3,1,Slight,437583.79,4473763.86,2,2,1,31,40.41215555380284,-3.735652799496264
53494,1,18,1.0,4,1.0,5.0,1.0,3,2,Slight,437583.79,4473763.86,2,2,1,31,40.41215555380284,-3.735652799496264
54139,2,5,1.0,7,1.0,5.0,1.0,4,2,Slight,437583.79,4473763.86,2,1,5,33,40.41215555380284,-3.735652799496264
43254,1,5,9.0,4,1.0,5.0,1.0,2,1,Slight,437566.05,4473794.3,2,2,2,4,40.41242843948253,-3.735864858251896
43255,1,5,9.0,4,1.0,5.0,1.0,3,2,Slight,437566.05,4473794.3,2,2,2,4,40.41242843948253,-3.735864858251896
48472,1,18,9.0,1,1.0,5.0,1.0,2,2,Slight,437566.05,4473794.3,2,2,6,18,40.41242843948253,-3.735864858251896
48473,1,18,9.0,1,1.0,5.0,1.0,3,1,Slight,437566.05,4473794.3,2,2,6,18,40.41242843948253,-3.735864858251896
53650,1,18,9.0,1,1.0,3.0,1.0,3,1,Fatal,437566.05,4473794.3,2,1,5,31,40.41242843948253,-3.735864858251896
48386,1,4,9.0,3,1.0,1.0,1.0,3,1,Serious,436695.61,4473802.84,2,1,5,18,40.412439625228735,-3.746124149990188
52763,2,4,9.0,1,1.0,1.0,1.0,3,1,Slight,436695.61,4473802.84,2,1,7,28,40.412439625228735,-3.746124149990188
6618,1,3,0.0,2,1.0,5.0,1.0,2,2,Slight,441154.566,4473839.073,2,4,6,13,40.41309321427772,-3.6935767251378087
6619,1,3,0.0,2,1.0,5.0,1.0,3,1,Slight,441154.566,4473839.073,2,4,6,13,40.41309321427772,-3.6935767251378087
6620,1,3,0.0,2,1.0,5.0,2.0,2,1,Slight,441154.566,4473839.073,2,4,6,13,40.41309321427772,-3.6935767251378087
6621,1,3,0.0,2,1.0,5.0,2.0,3,1,Slight,441154.566,4473839.073,2,4,6,13,40.41309321427772,-3.6935767251378087
17884,2,3,0.0,0,1.0,4.0,1.0,3,1,Serious,441153.522,4473840.359,2,2,2,37,40.41310472539295,-3.693589148250684
17885,2,3,0.0,0,1.0,5.0,1.0,3,2,Slight,441153.522,4473840.359,2,2,2,37,40.41310472539295,-3.693589148250684
19676,2,3,0.0,2,1.0,3.0,1.0,3,1,Slight,441157.175,4473839.949,2,2,5,40,40.413101290172015,-3.69354605753855
19677,2,3,0.0,2,1.0,5.0,1.0,2,1,Slight,441157.175,4473839.949,2,2,5,40,40.413101290172015,-3.69354605753855
33054,2,3,0.0,4,1.0,5.0,1.0,3,1,Slight,441158.89,4473833.015,2,4,7,24,40.413038946499725,-3.693525203927975
33055,2,3,0.0,4,1.0,5.0,1.0,3,2,Slight,441158.89,4473833.015,2,4,7,24,40.413038946499725,-3.693525203927975
33056,2,3,0.0,4,1.0,5.0,1.0,4,1,Slight,441158.89,4473833.015,2,4,7,24,40.413038946499725,-3.693525203927975
33057,2,3,0.0,4,1.0,5.0,2.0,3,1,Slight,441158.89,4473833.015,2,4,7,24,40.413038946499725,-3.693525203927975
42689,2,19,0.0,2,1.0,4.0,1.0,2,1,Serious,440763.3,4473857.04,2,2,6,53,40.41322731544433,-3.698189697982128
42690,2,19,0.0,2,1.0,5.0,1.0,3,1,Slight,440763.3,4473857.04,2,2,6,53,40.41322731544433,-3.698189697982128
25914,1,19,15.0,1,2.0,9.0,1.0,5,1,Slight,441546.985,4473861.106,2,3,5,51,40.41331935008024,-3.688953854354906
25915,1,19,15.0,1,2.0,9.0,2.0,3,1,Slight,441546.985,4473861.106,2,3,5,51,40.41331935008024,-3.688953854354906
25916,1,19,15.0,1,2.0,3.0,1.0,3,1,Serious,441546.985,4473861.106,2,3,5,51,40.41331935008024,-3.688953854354906
51238,1,3,1.0,4,2.0,6.0,1.0,3,1,Slight,438060.05,4473879.65,2,4,2,25,40.41323421651537,-3.7300511887225327
51239,1,3,1.0,4,2.0,6.0,2.0,3,2,Slight,438060.05,4473879.65,2,4,2,25,40.41323421651537,-3.7300511887225327
51240,1,3,1.0,4,2.0,6.0,2.0,4,2,Slight,438060.05,4473879.65,2,4,2,25,40.41323421651537,-3.7300511887225327
51241,1,3,1.0,4,2.0,5.0,1.0,4,2,Serious,438060.05,4473879.65,2,4,2,25,40.41323421651537,-3.7300511887225327
32562,2,16,9.0,3,1.0,1.0,1.0,3,1,Serious,435677.094,4473893.448,2,1,2,23,40.41317776939851,-3.758136850914433
50952,2,17,15.0,3,1.0,6.0,1.0,3,1,Slight,442563.86,4473913.83,2,5,4,24,40.413865108509626,-3.676974062969048
50953,2,17,15.0,3,1.0,6.0,2.0,4,2,Slight,442563.86,4473913.83,2,5,4,24,40.413865108509626,-3.676974062969048
50954,2,17,15.0,3,1.0,6.0,2.0,4,1,Serious,442563.86,4473913.83,2,5,4,24,40.413865108509626,-3.676974062969048
50955,2,17,15.0,3,1.0,5.0,1.0,3,1,Slight,442563.86,4473913.83,2,5,4,24,40.413865108509626,-3.676974062969048
52102,2,17,15.0,8,1.0,3.0,1.0,3,1,Slight,442563.86,4473913.83,2,2,1,27,40.413865108509626,-3.676974062969048
52103,2,17,15.0,8,1.0,5.0,1.0,3,1,Slight,442563.86,4473913.83,2,2,1,27,40.413865108509626,-3.676974062969048
53691,2,17,15.0,3,1.0,13.0,1.0,3,1,Slight,442563.86,4473913.83,2,1,6,31,40.413865108509626,-3.676974062969048
12372,1,17,1.0,6,1.0,5.0,1.0,3,1,Slight,437978.448,4473947.096,2,2,5,24,40.41383572193751,-3.7310194864237847
12373,1,17,1.0,6,1.0,5.0,3.0,3,1,Serious,437978.448,4473947.096,2,2,5,24,40.41383572193751,-3.7310194864237847
6111,1,18,3.0,8,1.0,5.0,1.0,3,1,Slight,445340.624,4473970.209,2,5,2,13,40.41455999262584,-3.644252445217832
6112,1,18,3.0,8,1.0,5.0,1.0,3,2,Slight,445340.624,4473970.209,2,5,2,13,40.41455999262584,-3.644252445217832
6113,1,18,3.0,8,1.0,5.0,1.0,3,1,Serious,445340.624,4473970.209,2,5,2,13,40.41455999262584,-3.644252445217832
6114,1,18,3.0,8,1.0,5.0,2.0,3,2,Slight,445340.624,4473970.209,2,5,2,13,40.41455999262584,-3.644252445217832
30336,2,12,0.0,3,1.0,3.0,1.0,3,1,Slight,440568.881,4473999.698,2,2,7,8,40.41449858794968,-3.700494370284164
30337,2,12,0.0,3,1.0,3.0,2.0,3,2,Slight,440568.881,4473999.698,2,2,7,8,40.41449858794968,-3.700494370284164
49324,2,12,0.0,1,1.0,9.0,1.0,3,2,Slight,440567.67,4473992.1,2,8,6,20,40.41443005503652,-3.7005079330851727
49325,2,12,0.0,1,1.0,9.0,2.0,1,1,Slight,440567.67,4473992.1,2,8,6,20,40.41443005503652,-3.7005079330851727
49326,2,12,0.0,1,1.0,9.0,2.0,1,1,Fatal,440567.67,4473992.1,2,8,6,20,40.41443005503652,-3.7005079330851727
49327,2,12,0.0,1,1.0,9.0,2.0,3,1,Slight,440567.67,4473992.1,2,8,6,20,40.41443005503652,-3.7005079330851727
43830,2,0,3.0,4,2.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,3,1,6,40.414929854370286,-3.659932865789489
43831,2,0,3.0,4,2.0,5.0,2.0,3,2,Slight,444010.57,4474021.08,2,3,1,6,40.414929854370286,-3.659932865789489
44077,2,0,3.0,8,1.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,6,7,6,40.414929854370286,-3.659932865789489
44078,2,0,3.0,8,1.0,5.0,1.0,3,1,Serious,444010.57,4474021.08,2,6,7,6,40.414929854370286,-3.659932865789489
44079,2,0,3.0,8,1.0,5.0,2.0,3,2,Slight,444010.57,4474021.08,2,6,7,6,40.414929854370286,-3.659932865789489
44080,2,0,3.0,8,1.0,5.0,2.0,3,1,Slight,444010.57,4474021.08,2,6,7,6,40.414929854370286,-3.659932865789489
44081,2,0,3.0,8,1.0,12.0,1.0,3,1,Slight,444010.57,4474021.08,2,6,7,6,40.414929854370286,-3.659932865789489
44355,1,15,3.0,4,1.0,12.0,1.0,3,1,Slight,444010.57,4474021.08,2,3,5,7,40.414929854370286,-3.659932865789489
44356,1,15,3.0,4,1.0,5.0,1.0,3,2,Slight,444010.57,4474021.08,2,3,5,7,40.414929854370286,-3.659932865789489
45176,1,0,3.0,4,1.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,5,1,10,40.414929854370286,-3.659932865789489
45177,1,0,3.0,4,1.0,5.0,2.0,3,1,Slight,444010.57,4474021.08,2,5,1,10,40.414929854370286,-3.659932865789489
45401,2,18,3.0,2,1.0,9.0,1.0,3,1,Slight,444010.57,4474021.08,2,4,5,10,40.414929854370286,-3.659932865789489
45402,2,18,3.0,2,1.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,4,5,10,40.414929854370286,-3.659932865789489
45953,1,0,3.0,3,1.0,3.0,1.0,3,1,Slight,444010.57,4474021.08,2,1,1,12,40.414929854370286,-3.659932865789489
46003,2,15,3.0,2,1.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,2,1,12,40.414929854370286,-3.659932865789489
46862,1,0,3.0,0,1.0,4.0,1.0,3,1,Slight,444010.57,4474021.08,2,3,4,14,40.414929854370286,-3.659932865789489
46863,1,0,3.0,0,1.0,4.0,2.0,3,2,Slight,444010.57,4474021.08,2,3,4,14,40.414929854370286,-3.659932865789489
46864,1,0,3.0,0,1.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,3,4,14,40.414929854370286,-3.659932865789489
47903,1,0,3.0,4,2.0,5.0,1.0,3,2,Slight,444010.57,4474021.08,2,3,3,17,40.414929854370286,-3.659932865789489
47904,1,0,3.0,4,2.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,3,3,17,40.414929854370286,-3.659932865789489
47905,1,0,3.0,4,2.0,5.0,2.0,3,2,Slight,444010.57,4474021.08,2,3,3,17,40.414929854370286,-3.659932865789489
48373,1,0,3.0,0,1.0,3.0,1.0,3,1,Slight,444010.57,4474021.08,2,2,4,18,40.414929854370286,-3.659932865789489
48374,1,0,3.0,0,1.0,5.0,1.0,3,2,Slight,444010.57,4474021.08,2,2,4,18,40.414929854370286,-3.659932865789489
49110,1,18,3.0,4,1.0,9.0,1.0,3,1,Slight,444010.57,4474021.08,2,2,3,20,40.414929854370286,-3.659932865789489
49111,1,18,3.0,4,1.0,4.0,1.0,3,1,Slight,444010.57,4474021.08,2,2,3,20,40.414929854370286,-3.659932865789489
50149,1,18,3.0,4,2.0,9.0,1.0,3,1,Slight,444010.57,4474021.08,2,2,6,22,40.414929854370286,-3.659932865789489
50150,1,18,3.0,4,2.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,2,6,22,40.414929854370286,-3.659932865789489
52170,1,18,3.0,4,3.0,5.0,1.0,3,2,Slight,444010.57,4474021.08,2,2,2,27,40.414929854370286,-3.659932865789489
52171,1,18,3.0,4,3.0,5.0,1.0,3,1,Slight,444010.57,4474021.08,2,2,2,27,40.414929854370286,-3.659932865789489
52877,1,15,3.0,3,1.0,3.0,1.0,3,1,Slight,444010.57,4474021.08,2,1,2,29,40.414929854370286,-3.659932865789489
52952,1,0,3.0,3,1.0,4.0,1.0,3,1,Slight,444010.57,4474021.08,2,1,3,29,40.414929854370286,-3.659932865789489
53471,1,0,3.0,0,1.0,12.0,1.0,3,1,Slight,444010.57,4474021.08,2,3,1,31,40.414929854370286,-3.659932865789489
53472,1,0,3.0,0,1.0,5.0,1.0,3,2,Slight,444010.57,4474021.08,2,3,1,31,40.414929854370286,-3.659932865789489
53473,1,0,3.0,0,1.0,5.0,2.0,1,2,Slight,444010.57,4474021.08,2,3,1,31,40.414929854370286,-3.659932865789489
31545,1,18,3.0,3,2.0,4.0,1.0,3,1,Serious,444007.158,4474049.841,2,1,1,12,40.41518871990462,-3.659975611154629
26383,1,16,9.0,3,1.0,13.0,1.0,3,1,Serious,435994.132,4474088.241,2,1,5,52,40.41495697799778,-3.754420013719709
43479,1,12,15.0,4,1.0,4.0,1.0,3,1,Slight,441191.8,4474104.7,2,2,1,5,40.41548874547578,-3.693162455228221
43480,1,12,15.0,4,1.0,5.0,1.0,3,1,Slight,441191.8,4474104.7,2,2,1,5,40.41548874547578,-3.693162455228221
48421,2,12,15.0,2,1.0,3.0,1.0,3,1,Serious,441191.8,4474104.7,2,3,5,18,40.41548874547578,-3.693162455228221
48422,2,12,15.0,2,1.0,3.0,2.0,3,1,Slight,441191.8,4474104.7,2,3,5,18,40.41548874547578,-3.693162455228221
48423,2,12,15.0,2,1.0,5.0,1.0,2,1,Slight,441191.8,4474104.7,2,3,5,18,40.41548874547578,-3.693162455228221
160,1,19,15.0,6,1.0,5.0,1.0,3,1,Slight,441556.157,4474116.537,2,2,2,2,40.415621045161,-3.6888692227965634
161,1,19,15.0,6,1.0,5.0,3.0,4,2,Serious,441556.157,4474116.537,2,2,2,2,40.415621045161,-3.6888692227965634
31787,2,3,0.0,0,1.0,3.0,1.0,3,1,Fatal,438848.438,4474142.857,2,2,2,18,40.41566359808191,-3.720784907674932
31788,2,3,0.0,0,1.0,5.0,1.0,3,2,Slight,438848.438,4474142.857,2,2,2,18,40.41566359808191,-3.720784907674932
34394,2,3,0.0,1,1.0,3.0,1.0,3,1,Fatal,438853.546,4474134.805,2,1,3,29,40.41559143742979,-3.720723930925004
22670,1,17,12.0,1,1.0,5.0,1.0,3,1,Serious,444841.245,4474153.352,1,4,7,45,40.41617690373481,-3.650153987096465
22671,1,17,12.0,1,1.0,5.0,2.0,2,1,Serious,444841.245,4474153.352,2,4,7,45,40.41617690373481,-3.650153987096465
22672,1,17,12.0,1,1.0,5.0,2.0,3,1,Serious,444841.245,4474153.352,2,4,7,45,40.41617690373481,-3.650153987096465
22673,1,17,12.0,1,1.0,5.0,2.0,3,2,Serious,444841.245,4474153.352,2,4,7,45,40.41617690373481,-3.650153987096465
41582,1,19,15.0,6,1.0,5.0,1.0,3,1,Slight,442806.831,4474193.107,2,2,6,50,40.41639771528772,-3.674135569916891
41583,1,19,15.0,6,1.0,5.0,3.0,3,2,Serious,442806.831,4474193.107,2,2,6,50,40.41639771528772,-3.674135569916891
2750,2,18,15.0,4,1.0,5.0,1.0,3,2,Slight,444027.01,4474200.102,2,4,6,6,40.41654368975304,-3.659754856396149
2751,2,18,15.0,4,1.0,5.0,1.0,3,1,Slight,444027.01,4474200.102,2,4,6,6,40.41654368975304,-3.659754856396149
2752,2,18,15.0,4,1.0,5.0,1.0,4,1,Slight,444027.01,4474200.102,2,4,6,6,40.41654368975304,-3.659754856396149
2753,2,18,15.0,4,1.0,5.0,2.0,3,1,Slight,444027.01,4474200.102,2,4,6,6,40.41654368975304,-3.659754856396149
13916,1,18,4.0,3,1.0,3.0,1.0,3,2,Serious,444022.816,4474206.832,2,2,4,27,40.4166040352343,-3.6598048803098178
13917,1,18,4.0,3,1.0,3.0,2.0,3,1,Serious,444022.816,4474206.832,2,2,4,27,40.4166040352343,-3.6598048803098178
40056,1,3,9.0,6,1.0,1.0,1.0,3,2,Slight,436728.604,4474227.616,2,2,7,46,40.41626868229379,-3.745777551353851
40057,1,3,9.0,6,1.0,1.0,3.0,1,1,Serious,436728.604,4474227.616,2,2,7,46,40.41626868229379,-3.745777551353851
5760,2,19,15.0,6,1.0,5.0,1.0,4,1,Slight,442746.52,4474253.19,2,2,4,12,40.416934827643466,-3.674851816592093
5761,2,19,15.0,6,1.0,5.0,3.0,4,2,Slight,442746.52,4474253.19,2,2,4,12,40.416934827643466,-3.674851816592093
32847,2,19,15.0,6,1.0,5.0,1.0,3,1,Slight,442745.234,4474254.533,2,2,2,24,40.41694683762018,-3.6748670946762414
32848,2,19,15.0,6,1.0,5.0,3.0,4,2,Serious,442745.234,4474254.533,2,2,2,24,40.41694683762018,-3.6748670946762414
12720,2,19,15.0,2,1.0,6.0,1.0,3,1,Slight,442624.406,4474263.2,2,8,2,25,40.41701659299416,-3.676291993004276
12721,2,19,15.0,2,1.0,6.0,2.0,3,1,Slight,442624.406,4474263.2,2,8,2,25,40.41701659299416,-3.676291993004276
12722,2,19,15.0,2,1.0,6.0,2.0,4,2,Slight,442624.406,4474263.2,2,8,2,25,40.41701659299416,-3.676291993004276
12723,2,19,15.0,2,1.0,5.0,1.0,3,1,Serious,442624.406,4474263.2,2,8,2,25,40.41701659299416,-3.676291993004276
12724,2,19,15.0,2,1.0,5.0,2.0,3,2,Slight,442624.406,4474263.2,2,8,2,25,40.41701659299416,-3.676291993004276
46123,2,17,0.0,2,1.0,3.0,1.0,3,1,Serious,440462.82,4474290.53,2,4,4,12,40.41711096094855,-3.70177160665562
46124,2,17,0.0,2,1.0,3.0,2.0,3,2,Serious,440462.82,4474290.53,2,4,4,12,40.41711096094855,-3.70177160665562
46125,2,17,0.0,2,1.0,5.0,1.0,3,1,Slight,440462.82,4474290.53,2,4,4,12,40.41711096094855,-3.70177160665562
46126,2,17,0.0,2,1.0,5.0,2.0,3,1,Slight,440462.82,4474290.53,2,4,4,12,40.41711096094855,-3.70177160665562
35237,2,18,12.0,3,1.0,3.0,1.0,3,1,Serious,444004.511,4474331.462,2,1,5,31,40.41772553970066,-3.660031599947085
31301,1,12,20.0,6,1.0,2.0,1.0,3,2,Slight,447060.191,4474361.091,1,2,2,11,40.4181924537169,-3.624018153431448
31302,1,12,20.0,6,1.0,2.0,3.0,4,2,Serious,447060.191,4474361.091,2,2,2,11,40.4181924537169,-3.624018153431448
31570,1,19,15.0,6,1.0,5.0,1.0,4,1,Slight,443199.13,4474372.135,2,2,4,12,40.418037362689,-3.6695278313275184
31571,1,19,15.0,6,1.0,5.0,3.0,3,2,Serious,443199.13,4474372.135,2,2,4,12,40.418037362689,-3.6695278313275184
48402,2,3,0.0,3,1.0,3.0,1.0,3,1,Slight,441109.48,4474401.96,2,2,3,18,40.41816078819251,-3.694160201043101
48403,2,3,0.0,3,1.0,5.0,1.0,3,1,Slight,441109.48,4474401.96,2,2,3,18,40.41816078819251,-3.694160201043101
50366,1,3,0.0,1,1.0,5.0,1.0,3,1,Slight,441109.48,4474401.96,2,2,3,23,40.41816078819251,-3.694160201043101
50367,1,3,0.0,1,1.0,5.0,2.0,3,2,Slight,441109.48,4474401.96,2,2,3,23,40.41816078819251,-3.694160201043101
51242,1,3,0.0,0,2.0,3.0,1.0,3,1,Slight,441109.48,4474401.96,2,2,2,25,40.41816078819251,-3.694160201043101
51243,1,3,0.0,0,2.0,5.0,1.0,3,1,Slight,441109.48,4474401.96,2,2,2,25,40.41816078819251,-3.694160201043101
51674,2,3,0.0,3,1.0,6.0,1.0,3,1,Slight,441109.48,4474401.96,2,5,7,25,40.41816078819251,-3.694160201043101
51675,2,3,0.0,3,1.0,6.0,2.0,3,2,Slight,441109.48,4474401.96,2,5,7,25,40.41816078819251,-3.694160201043101
51676,2,3,0.0,3,1.0,6.0,2.0,3,1,Slight,441109.48,4474401.96,2,5,7,25,40.41816078819251,-3.694160201043101
51677,2,3,0.0,3,1.0,6.0,2.0,4,1,Slight,441109.48,4474401.96,2,5,7,25,40.41816078819251,-3.694160201043101
51678,2,3,0.0,3,1.0,6.0,2.0,1,2,Slight,441109.48,4474401.96,2,5,7,25,40.41816078819251,-3.694160201043101
53918,1,3,0.0,6,1.0,5.0,1.0,3,1,Slight,441109.48,4474401.96,2,1,5,32,40.41816078819251,-3.694160201043101
54368,2,3,0.0,6,1.0,5.0,1.0,2,1,Slight,441109.48,4474401.96,1,4,6,34,40.41816078819251,-3.694160201043101
54369,2,3,0.0,6,1.0,5.0,2.0,2,2,Slight,441109.48,4474401.96,2,4,6,34,40.41816078819251,-3.694160201043101
54370,2,3,0.0,6,1.0,5.0,2.0,2,1,Slight,441109.48,4474401.96,2,4,6,34,40.41816078819251,-3.694160201043101
54371,2,3,0.0,6,1.0,5.0,3.0,3,1,Fatal,441109.48,4474401.96,2,4,6,34,40.41816078819251,-3.694160201043101
12593,1,19,15.0,6,1.0,5.0,1.0,3,1,Slight,442571.225,4474415.167,2,3,5,24,40.41838192267131,-3.6769325223479465
12594,1,19,15.0,6,1.0,5.0,1.0,3,2,Slight,442571.225,4474415.167,2,3,5,24,40.41838192267131,-3.6769325223479465
12595,1,19,15.0,6,1.0,5.0,3.0,3,2,Slight,442571.225,4474415.167,2,3,5,24,40.41838192267131,-3.6769325223479465
19816,1,19,15.0,6,1.0,5.0,1.0,3,1,Slight,442567.59,4474415.661,2,2,6,40,40.41838612201861,-3.676975411101066
19817,1,19,15.0,6,1.0,5.0,3.0,4,2,Serious,442567.59,4474415.661,2,2,6,40,40.41838612201861,-3.676975411101066
27209,1,17,20.0,6,1.0,5.0,1.0,2,1,Slight,448220.655,4474429.026,2,2,5,2,40.418877470702384,-3.61034567480533
27210,1,17,20.0,6,1.0,5.0,3.0,3,2,Slight,448220.655,4474429.026,2,2,5,2,40.418877470702384,-3.61034567480533
28652,1,17,20.0,2,1.0,1.0,1.0,3,1,Serious,448218.94,4474420.004,2,2,1,6,40.41879608806782,-3.6103651546456894
28653,1,17,20.0,2,1.0,5.0,1.0,3,2,Slight,448218.94,4474420.004,2,2,1,6,40.41879608806782,-3.6103651546456894
