,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,coordenada_x_utm,coordenada_y_utm,drogas_alcohol_positivo,vehiculos_implicados,dia_semana,semana_en_año,Latitude,Longitude
3924,1,19,9.0,2,1.0,4.0,1.0,3,1,Serious,433646.501,4478724.099,2,2,2,9,40.45653423649051,-3.7825725545261832
36035,1,19,9.0,2,1.0,5.0,1.0,3,1,Slight,433645.131,4478724.765,2,3,2,30,40.45654012659979,-3.782588780476871
36036,1,19,9.0,2,1.0,5.0,1.0,3,2,Slight,433645.131,4478724.765,2,3,2,30,40.45654012659979,-3.782588780476871
36037,1,19,9.0,2,1.0,5.0,2.0,1,2,Slight,433645.131,4478724.765,2,3,2,30,40.45654012659979,-3.782588780476871
22711,2,17,8.0,6,2.0,5.0,1.0,3,1,Slight,447686.269,4478739.398,2,3,7,45,40.457674445366834,-3.616999253541601
22712,2,17,8.0,6,2.0,5.0,2.0,3,1,Slight,447686.269,4478739.398,2,3,7,45,40.457674445366834,-3.616999253541601
22713,2,17,8.0,6,2.0,5.0,3.0,4,1,Serious,447686.269,4478739.398,2,3,7,45,40.457674445366834,-3.616999253541601
21825,1,19,12.0,2,1.0,3.0,1.0,3,1,Serious,444471.082,4478765.737,2,2,3,44,40.457703102153225,-3.6549198733323904
21826,1,19,12.0,2,1.0,5.0,1.0,3,1,Slight,444471.082,4478765.737,2,2,3,44,40.457703102153225,-3.6549198733323904
23319,1,17,17.0,3,3.0,2.0,1.0,3,1,Slight,440531.079,4478796.717,2,2,7,46,40.45770957395048,-3.7013888149536696
23320,1,17,17.0,3,3.0,2.0,2.0,3,2,Slight,440531.079,4478796.717,2,2,7,46,40.45770957395048,-3.7013888149536696
30226,1,17,17.0,6,1.0,5.0,1.0,3,1,Slight,440527.611,4478796.289,1,2,7,8,40.45770547017028,-3.701429674259197
30227,1,17,17.0,6,1.0,5.0,3.0,4,2,Serious,440527.611,4478796.289,2,2,7,8,40.45770547017028,-3.701429674259197
8970,1,3,7.0,4,1.0,4.0,1.0,3,1,Slight,441497.849,4478844.474,2,4,5,18,40.45820841027684,-3.689991721030056
8971,1,3,7.0,4,1.0,4.0,2.0,3,2,Slight,441497.849,4478844.474,2,4,5,18,40.45820841027684,-3.689991721030056
8972,1,3,7.0,4,1.0,5.0,1.0,3,1,Slight,441497.849,4478844.474,2,4,5,18,40.45820841027684,-3.689991721030056
8973,1,3,7.0,4,1.0,5.0,2.0,3,2,Slight,441497.849,4478844.474,2,4,5,18,40.45820841027684,-3.689991721030056
21549,1,3,7.0,1,1.0,2.0,1.0,3,1,Serious,441500.198,4478837.596,1,1,6,43,40.45814661563914,-3.689963384261035
40270,1,3,7.0,3,1.0,4.0,1.0,3,1,Slight,441494.568,4478850.588,2,3,6,47,40.45826325684909,-3.6900309789729406
40271,1,3,7.0,3,1.0,5.0,1.0,3,2,Slight,441494.568,4478850.588,2,3,6,47,40.45826325684909,-3.6900309789729406
40272,1,3,7.0,3,1.0,5.0,2.0,3,1,Slight,441494.568,4478850.588,2,3,6,47,40.45826325684909,-3.6900309789729406
46272,2,3,7.0,2,7.0,6.0,1.0,3,1,Slight,441552.79,4478858.98,2,5,5,12,40.45834295257938,-3.6893451107720328
46273,2,3,7.0,2,7.0,6.0,2.0,1,2,Serious,441552.79,4478858.98,2,5,5,12,40.45834295257938,-3.6893451107720328
46274,2,3,7.0,2,7.0,6.0,2.0,3,2,Slight,441552.79,4478858.98,2,5,5,12,40.45834295257938,-3.6893451107720328
46275,2,3,7.0,2,7.0,5.0,1.0,3,1,Slight,441552.79,4478858.98,2,5,5,12,40.45834295257938,-3.6893451107720328
46276,2,3,7.0,2,7.0,5.0,2.0,3,2,Slight,441552.79,4478858.98,2,5,5,12,40.45834295257938,-3.6893451107720328
51322,2,3,7.0,4,1.0,4.0,1.0,3,1,Slight,441552.79,4478858.98,1,1,3,25,40.45834295257938,-3.6893451107720328
2469,1,19,7.0,6,1.0,9.0,1.0,3,1,Slight,443011.476,4478869.024,1,2,3,6,40.45853474732914,-3.672142940405999
2470,1,19,7.0,6,1.0,9.0,3.0,4,2,Serious,443011.476,4478869.024,2,2,3,6,40.45853474732914,-3.672142940405999
33496,1,19,9.0,6,1.0,9.0,1.0,3,1,Slight,439343.605,4478887.72,2,2,4,26,40.45844353911704,-3.71540180025367
33497,1,19,9.0,6,1.0,9.0,3.0,4,1,Serious,439343.605,4478887.72,2,2,4,26,40.45844353911704,-3.71540180025367
33545,1,19,9.0,6,1.0,9.0,1.0,3,1,Slight,439344.052,4478886.639,2,2,4,26,40.458433833681816,-3.715396425278848
33546,1,19,9.0,6,1.0,9.0,3.0,4,1,Slight,439344.052,4478886.639,2,2,4,26,40.458433833681816,-3.715396425278848
5494,1,19,17.0,3,1.0,4.0,1.0,3,1,Slight,441333.216,4478945.431,2,2,2,12,40.4591062679166,-3.69194264821261
5495,1,19,17.0,3,1.0,5.0,1.0,3,1,Slight,441333.216,4478945.431,2,2,2,12,40.4591062679166,-3.69194264821261
41602,2,19,17.0,0,1.0,3.0,1.0,3,1,Serious,441334.186,4478939.131,2,4,6,50,40.45904958330272,-3.6919306261063336
41603,2,19,17.0,0,1.0,5.0,1.0,3,1,Slight,441334.186,4478939.131,2,4,6,50,40.45904958330272,-3.6919306261063336
41604,2,19,17.0,0,1.0,5.0,2.0,1,2,Slight,441334.186,4478939.131,2,4,6,50,40.45904958330272,-3.6919306261063336
41605,2,19,17.0,0,1.0,5.0,2.0,3,2,Slight,441334.186,4478939.131,2,4,6,50,40.45904958330272,-3.6919306261063336
45468,1,4,13.0,6,1.0,1.0,1.0,3,1,Slight,448082.9,4478956.1,2,2,6,10,40.45965149444132,-3.612339282163994
45469,1,4,13.0,6,1.0,1.0,3.0,3,2,Slight,448082.9,4478956.1,2,2,6,10,40.45965149444132,-3.612339282163994
53800,2,3,13.0,3,1.0,3.0,1.0,3,1,Serious,448082.9,4478956.1,2,1,1,32,40.45965149444132,-3.612339282163994
47271,1,19,17.0,2,1.0,4.0,1.0,3,1,Slight,441283.22,4478976.32,2,2,5,15,40.45938099802148,-3.692535140270347
47272,1,19,17.0,2,1.0,5.0,1.0,3,2,Slight,441283.22,4478976.32,2,2,5,15,40.45938099802148,-3.692535140270347
54170,2,19,17.0,6,1.0,5.0,1.0,3,2,Slight,441283.22,4478976.32,2,2,6,33,40.45938099802148,-3.692535140270347
54171,2,19,17.0,6,1.0,5.0,3.0,4,2,Fatal,441283.22,4478976.32,2,2,6,33,40.45938099802148,-3.692535140270347
54246,1,19,17.0,3,1.0,3.0,1.0,3,1,Serious,441230.08,4478980.58,2,2,2,34,40.45941561734514,-3.693162251004677
54247,1,19,17.0,3,1.0,5.0,1.0,3,1,Slight,441230.08,4478980.58,2,2,2,34,40.45941561734514,-3.693162251004677
43144,2,3,7.0,2,2.0,3.0,1.0,3,2,Serious,441558.53,4479001.05,2,2,6,3,40.45962318432695,-3.689290496583403
9111,1,19,12.0,6,1.0,5.0,1.0,3,1,Slight,443939.754,4479018.688,2,2,1,19,40.45994613441565,-3.661208415184895
9112,1,19,12.0,6,1.0,5.0,3.0,2,1,Serious,443939.754,4479018.688,2,2,1,19,40.45994613441565,-3.661208415184895
25173,1,17,7.0,6,1.0,5.0,1.0,4,1,Slight,443158.121,4479042.996,2,2,3,50,40.4601120121652,-3.6704290492513647
25174,1,17,7.0,6,1.0,5.0,3.0,4,2,Serious,443158.121,4479042.996,2,2,3,50,40.4601120121652,-3.6704290492513647
8994,2,19,17.0,6,1.0,5.0,1.0,3,1,Slight,440953.472,4479057.312,2,2,6,18,40.46008724244479,-3.696431616155865
8995,2,19,17.0,6,1.0,5.0,3.0,3,2,Slight,440953.472,4479057.312,2,2,6,18,40.46008724244479,-3.696431616155865
18729,2,19,17.0,2,1.0,4.0,1.0,3,1,Serious,440941.542,4479052.092,2,3,7,38,40.46003937069348,-3.69657183044596
18730,2,19,17.0,2,1.0,5.0,1.0,3,1,Slight,440941.542,4479052.092,2,3,7,38,40.46003937069348,-3.69657183044596
18731,2,19,17.0,2,1.0,5.0,2.0,3,1,Slight,440941.542,4479052.092,2,3,7,38,40.46003937069348,-3.69657183044596
6960,1,19,7.0,6,3.0,5.0,1.0,3,1,Slight,443923.928,4479063.724,2,3,5,14,40.46035077260433,-3.661399043724547
6961,1,19,7.0,6,3.0,5.0,2.0,3,2,Slight,443923.928,4479063.724,2,3,5,14,40.46035077260433,-3.661399043724547
6962,1,19,7.0,6,3.0,5.0,3.0,3,1,Serious,443923.928,4479063.724,2,3,5,14,40.46035077260433,-3.661399043724547
35722,2,19,8.0,1,1.0,4.0,1.0,3,1,Serious,445217.319,4479088.065,2,1,3,33,40.460656326212685,-3.646146949583789
43817,1,19,17.0,2,2.0,4.0,1.0,3,1,Serious,441378.9,4479132.59,2,2,1,6,40.46079550015404,-3.691421153408274
43818,1,19,17.0,2,2.0,5.0,1.0,3,1,Slight,441378.9,4479132.59,2,2,1,6,40.46079550015404,-3.691421153408274
19920,2,19,8.0,2,1.0,3.0,1.0,1,1,Serious,444746.179,4479163.022,2,4,7,40,40.461300381040296,-3.65171010480492
19921,2,19,8.0,2,1.0,5.0,1.0,3,1,Slight,444746.179,4479163.022,2,4,7,40,40.461300381040296,-3.65171010480492
19922,2,19,8.0,2,1.0,5.0,2.0,3,2,Slight,444746.179,4479163.022,2,4,7,40,40.461300381040296,-3.65171010480492
36518,1,19,9.0,6,1.0,6.0,3.0,3,1,Fatal,433511.74,4479227.686,2,1,7,36,40.46105989905187,-3.7842145324626033
38318,1,19,17.0,6,1.0,5.0,1.0,3,1,Slight,440603.702,4479235.291,2,2,3,42,40.461665622238,-3.7005733861867407
38319,1,19,17.0,6,1.0,5.0,3.0,4,1,Serious,440603.702,4479235.291,2,2,3,42,40.461665622238,-3.7005733861867407
4239,1,3,17.0,4,1.0,5.0,1.0,3,1,Slight,441528.848,4479255.395,1,3,6,9,40.46191234525381,-3.689663990030965
4240,1,3,17.0,4,1.0,5.0,1.0,3,1,Slight,441528.848,4479255.395,2,3,6,9,40.46191234525381,-3.689663990030965
4241,1,3,17.0,4,1.0,5.0,2.0,3,1,Slight,441528.848,4479255.395,2,3,6,9,40.46191234525381,-3.689663990030965
22351,2,3,7.0,4,1.0,2.0,1.0,3,1,Slight,441532.446,4479251.396,2,2,2,45,40.46187657373715,-3.68962118632692
22352,2,3,7.0,4,1.0,5.0,1.0,3,1,Slight,441532.446,4479251.396,2,2,2,45,40.46187657373715,-3.68962118632692
28374,1,3,7.0,4,1.0,5.0,1.0,2,2,Slight,441529.165,4479254.267,2,2,7,4,40.46190220605494,-3.689660147366832
28375,1,3,7.0,4,1.0,5.0,1.0,2,1,Slight,441529.165,4479254.267,2,2,7,4,40.46190220605494,-3.689660147366832
32859,1,3,7.0,5,1.0,3.0,1.0,3,1,Slight,441532.483,4479256.672,2,2,2,24,40.46192410480504,-3.6896212359996015
32860,1,3,7.0,5,1.0,5.0,1.0,3,1,Slight,441532.483,4479256.672,2,2,2,24,40.46192410480504,-3.6896212359996015
36755,1,3,7.0,4,1.0,12.0,1.0,3,1,Slight,441532.52,4479254.826,2,5,4,37,40.46190747785118,-3.689620629552427
36756,1,3,7.0,4,1.0,5.0,1.0,3,1,Slight,441532.52,4479254.826,2,5,4,37,40.46190747785118,-3.689620629552427
36757,1,3,7.0,4,1.0,5.0,2.0,1,2,Slight,441532.52,4479254.826,2,5,4,37,40.46190747785118,-3.689620629552427
36758,1,3,7.0,4,1.0,5.0,2.0,1,1,Slight,441532.52,4479254.826,2,5,4,37,40.46190747785118,-3.689620629552427
39362,1,3,17.0,8,3.0,9.0,1.0,3,1,Slight,441524.244,4479254.714,2,5,2,45,40.461905886515765,-3.68971822747526
39363,1,3,17.0,8,3.0,9.0,2.0,1,1,Slight,441524.244,4479254.714,2,5,2,45,40.461905886515765,-3.68971822747526
39364,1,3,17.0,8,3.0,3.0,1.0,3,1,Serious,441524.244,4479254.714,2,5,2,45,40.461905886515765,-3.68971822747526
39365,1,3,17.0,8,3.0,5.0,1.0,3,1,Slight,441524.244,4479254.714,2,5,2,45,40.461905886515765,-3.68971822747526
39366,1,3,17.0,8,3.0,5.0,2.0,3,1,Slight,441524.244,4479254.714,2,5,2,45,40.461905886515765,-3.68971822747526
42145,1,3,7.0,4,3.0,5.0,2.0,3,2,Slight,441528.792,4479252.664,2,1,6,51,40.46188773929734,-3.689664398891168
7479,1,19,9.0,0,1.0,4.0,1.0,2,1,Serious,438539.677,4479275.853,2,2,4,15,40.46188091291084,-3.7249204644133855
7480,1,19,9.0,0,1.0,5.0,1.0,3,2,Slight,438539.677,4479275.853,2,2,4,15,40.46188091291084,-3.7249204644133855
44909,1,17,9.0,2,1.0,1.0,1.0,4,1,Serious,438948.18,4479297.67,2,2,4,9,40.4621075641515,-3.72010465948257
44910,1,17,9.0,2,1.0,5.0,1.0,5,3,Slight,438948.18,4479297.67,2,2,4,9,40.4621075641515,-3.72010465948257
25200,1,3,17.0,6,1.0,9.0,1.0,3,1,Slight,441490.952,4479354.46,2,2,3,50,40.46280209734852,-3.690120073616448
25201,1,3,17.0,6,1.0,9.0,3.0,4,1,Serious,441490.952,4479354.46,2,2,3,50,40.46280209734852,-3.690120073616448
48314,1,19,9.0,2,1.0,2.0,1.0,1,1,Serious,433555.35,4479370.4,2,2,3,18,40.46234898899655,-3.783715148883114
48315,1,19,9.0,2,1.0,5.0,1.0,4,1,Slight,433555.35,4479370.4,2,2,3,18,40.46234898899655,-3.783715148883114
11063,1,19,13.0,6,1.0,5.0,1.0,3,1,Slight,447407.929,4479387.77,1,2,4,22,40.46349777152154,-3.620335598541212
11064,1,19,13.0,6,1.0,5.0,3.0,3,2,Serious,447407.929,4479387.77,2,2,4,22,40.46349777152154,-3.620335598541212
66,1,19,7.0,5,1.0,12.0,1.0,3,1,Slight,441922.852,4479397.016,2,3,4,1,40.46321576176418,-3.685030011255821
67,1,19,7.0,5,1.0,12.0,2.0,3,1,Slight,441922.852,4479397.016,2,3,4,1,40.46321576176418,-3.685030011255821
68,1,19,7.0,5,1.0,9.0,1.0,3,2,Slight,441922.852,4479397.016,2,3,4,1,40.46321576176418,-3.685030011255821
12992,1,12,7.0,6,1.0,3.0,1.0,3,1,Slight,441916.626,4479406.094,2,2,6,25,40.46329710511037,-3.68510427390118
12993,1,12,7.0,6,1.0,3.0,3.0,3,1,Serious,441916.626,4479406.094,2,2,6,25,40.46329710511037,-3.68510427390118
22555,2,7,9.0,6,1.0,5.0,1.0,3,1,Slight,432564.355,4479467.943,2,2,5,45,40.46314783880408,-3.7954132463501655
22556,2,7,9.0,6,1.0,5.0,3.0,4,1,Fatal,432564.355,4479467.943,2,2,5,45,40.46314783880408,-3.7954132463501655
25958,2,19,13.0,6,4.0,5.0,1.0,3,2,Slight,448110.695,4479481.411,2,4,5,51,40.46438552956004,-3.612054420421375
25959,2,19,13.0,6,4.0,5.0,3.0,3,1,Serious,448110.695,4479481.411,2,4,5,51,40.46438552956004,-3.612054420421375
25960,2,19,13.0,6,4.0,5.0,3.0,3,2,Serious,448110.695,4479481.411,2,4,5,51,40.46438552956004,-3.612054420421375
25961,2,19,13.0,6,4.0,5.0,3.0,1,2,Slight,448110.695,4479481.411,2,4,5,51,40.46438552956004,-3.612054420421375
36557,1,17,17.0,6,1.0,5.0,1.0,3,1,Slight,441009.505,4479514.507,2,3,1,37,40.464209824704255,-3.6958132709182814
36558,1,17,17.0,6,1.0,5.0,2.0,3,2,Slight,441009.505,4479514.507,2,3,1,37,40.464209824704255,-3.6958132709182814
36559,1,17,17.0,6,1.0,5.0,3.0,3,1,Serious,441009.505,4479514.507,2,3,1,37,40.464209824704255,-3.6958132709182814
35959,1,19,17.0,6,1.0,5.0,1.0,4,2,Slight,441269.54,4479531.936,2,2,5,34,40.464385254563325,-3.692747894535835
35960,1,19,17.0,6,1.0,5.0,3.0,3,2,Serious,441269.54,4479531.936,2,2,5,34,40.464385254563325,-3.692747894535835
3978,2,19,17.0,1,1.0,5.0,1.0,3,1,Serious,440999.009,4479565.446,2,1,3,9,40.46466795888928,-3.695941802410619
25330,2,3,7.0,2,7.0,4.0,1.0,3,1,Serious,441574.872,4479580.364,2,2,4,50,40.46484304199069,-3.68915109530377
25331,2,3,7.0,2,7.0,5.0,1.0,3,1,Slight,441574.872,4479580.364,2,2,4,50,40.46484304199069,-3.68915109530377
53523,1,19,17.0,3,1.0,3.0,1.0,3,1,Serious,440561.58,4479614.44,2,2,2,31,40.46507813730185,-3.701105687675658
53524,1,19,17.0,3,1.0,5.0,1.0,3,1,Slight,440561.58,4479614.44,2,2,2,31,40.46507813730185,-3.701105687675658
53596,1,19,12.0,4,1.0,4.0,1.0,3,1,Serious,443496.74,4479662.04,2,3,4,31,40.46571174543007,-3.666490536720119
53597,1,19,12.0,4,1.0,5.0,1.0,3,1,Slight,443496.74,4479662.04,2,3,4,31,40.46571174543007,-3.666490536720119
53598,1,19,12.0,4,1.0,5.0,2.0,3,1,Slight,443496.74,4479662.04,2,3,4,31,40.46571174543007,-3.666490536720119
47690,1,19,17.0,6,1.0,5.0,1.0,2,1,Slight,441249.61,4479674.16,1,2,6,16,40.46566505850656,-3.692996128018587
47691,1,19,17.0,6,1.0,5.0,3.0,4,2,Serious,441249.61,4479674.16,2,2,6,16,40.46566505850656,-3.692996128018587
7436,1,19,7.0,6,1.0,4.0,1.0,3,1,Serious,441863.65,4479708.2,2,2,4,15,40.46601490097338,-3.685756771219512
7437,1,19,7.0,6,1.0,4.0,3.0,3,2,Serious,441863.65,4479708.2,2,2,4,15,40.46601490097338,-3.685756771219512
20214,1,18,12.0,3,1.0,4.0,1.0,3,1,Serious,443398.583,4479723.523,2,1,4,41,40.46625893112325,-3.6676537686010713
39060,1,19,7.0,2,2.0,3.0,1.0,3,1,Serious,443001.764,4479756.666,2,3,3,44,40.466530367908895,-3.672337202034665
39061,1,19,7.0,2,2.0,5.0,1.0,4,1,Slight,443001.764,4479756.666,2,3,3,44,40.466530367908895,-3.672337202034665
39062,1,19,7.0,2,2.0,5.0,2.0,4,2,Slight,443001.764,4479756.666,2,3,3,44,40.466530367908895,-3.672337202034665
1046,2,19,9.0,1,3.0,5.0,1.0,3,1,Fatal,439267.999,4479766.433,2,2,6,3,40.46635379350776,-3.716377545926255
1047,2,19,9.0,1,3.0,5.0,2.0,2,1,Fatal,439267.999,4479766.433,2,2,6,3,40.46635379350776,-3.716377545926255
13298,1,17,8.0,2,1.0,3.0,1.0,3,1,Serious,444568.908,4479782.725,2,2,3,26,40.46687116261106,-3.653854991072288
13299,1,17,8.0,2,1.0,5.0,1.0,3,1,Slight,444568.908,4479782.725,2,2,3,26,40.46687116261106,-3.653854991072288
12292,1,9,8.0,0,1.0,4.0,1.0,3,1,Slight,444573.158,4479801.962,2,4,4,24,40.46704474241938,-3.653806542436439
12293,1,9,8.0,0,1.0,4.0,2.0,3,2,Serious,444573.158,4479801.962,2,4,4,24,40.46704474241938,-3.653806542436439
12294,1,9,8.0,0,1.0,5.0,1.0,3,1,Slight,444573.158,4479801.962,2,4,4,24,40.46704474241938,-3.653806542436439
12295,1,9,8.0,0,1.0,5.0,2.0,3,2,Slight,444573.158,4479801.962,2,4,4,24,40.46704474241938,-3.653806542436439
31388,2,9,8.0,2,1.0,5.0,1.0,3,1,Slight,444576.14,4479799.949,2,3,3,11,40.46702680728788,-3.653771193553192
31389,2,9,8.0,2,1.0,5.0,1.0,3,1,Slight,444576.14,4479799.949,1,3,3,11,40.46702680728788,-3.653771193553192
31390,2,9,8.0,2,1.0,5.0,2.0,3,1,Slight,444576.14,4479799.949,2,3,3,11,40.46702680728788,-3.653771193553192
37045,2,9,8.0,2,1.0,5.0,1.0,3,1,Slight,444572.785,4479798.01,2,3,6,37,40.46700911599723,-3.6538105967770456
37046,2,9,8.0,2,1.0,5.0,1.0,4,1,Slight,444572.785,4479798.01,2,3,6,37,40.46700911599723,-3.6538105967770456
37047,2,9,8.0,2,1.0,5.0,2.0,3,1,Slight,444572.785,4479798.01,2,3,6,37,40.46700911599723,-3.6538105967770456
43591,2,2,12.0,2,1.0,5.0,1.0,3,1,Slight,443493.0,4479821.2,2,2,3,5,40.4671452781293,-3.666548823785
43592,2,2,12.0,2,1.0,5.0,1.0,3,1,Serious,443493.0,4479821.2,2,2,3,5,40.4671452781293,-3.666548823785
9616,1,17,9.0,6,1.0,5.0,1.0,2,1,Slight,431333.859,4479833.576,1,2,1,20,40.466340744215934,-3.809965326961765
9617,1,17,9.0,6,1.0,5.0,3.0,3,2,Fatal,431333.859,4479833.576,2,2,1,20,40.466340744215934,-3.809965326961765
27762,1,19,9.0,5,3.0,5.0,1.0,3,1,Slight,439427.934,4479850.092,2,5,6,3,40.467119101207786,-3.71449912367096
27763,1,19,9.0,5,3.0,5.0,1.0,3,2,Serious,439427.934,4479850.092,2,5,6,3,40.467119101207786,-3.71449912367096
27764,1,19,9.0,5,3.0,5.0,2.0,3,1,Slight,439427.934,4479850.092,2,5,6,3,40.467119101207786,-3.71449912367096
27765,1,19,9.0,5,3.0,5.0,2.0,3,2,Slight,439427.934,4479850.092,2,5,6,3,40.467119101207786,-3.71449912367096
4487,2,17,8.0,2,1.0,4.0,1.0,3,1,Serious,444893.774,4479860.195,2,2,2,10,40.46759066324472,-3.650029894558856
4488,2,17,8.0,2,1.0,5.0,1.0,2,1,Slight,444893.774,4479860.195,2,2,2,10,40.46759066324472,-3.650029894558856
51560,2,19,9.0,5,1.0,4.0,1.0,2,1,Fatal,439440.21,4479902.3,2,3,7,25,40.46759030524032,-3.714359311642816
51561,2,19,9.0,5,1.0,5.0,1.0,3,1,Slight,439440.21,4479902.3,2,3,7,25,40.46759030524032,-3.714359311642816
51562,2,19,9.0,5,1.0,5.0,2.0,3,2,Slight,439440.21,4479902.3,2,3,7,25,40.46759030524032,-3.714359311642816
53271,2,17,9.0,3,1.0,5.0,2.0,2,3,Serious,430944.98,4479909.24,2,1,4,30,40.466990105023946,-3.814560223775922
15120,2,17,8.0,4,1.0,3.0,1.0,3,1,Serious,445146.39,4479927.319,2,2,6,29,40.46821206826859,-3.6470560347785663
15121,2,17,8.0,4,1.0,5.0,1.0,3,1,Slight,445146.39,4479927.319,1,2,6,29,40.46821206826859,-3.6470560347785663
38759,2,19,9.0,6,2.0,5.0,1.0,3,1,Slight,439011.766,4479944.991,2,2,4,43,40.467943537713786,-3.719416935928472
38760,2,19,9.0,6,2.0,5.0,3.0,4,2,Serious,439011.766,4479944.991,2,2,4,43,40.467943537713786,-3.719416935928472
42684,1,4,17.0,6,1.0,5.0,1.0,3,1,Slight,439927.63,4479979.14,2,2,6,53,40.4683178985944,-3.7086174317164833
42685,1,4,17.0,6,1.0,5.0,3.0,1,1,Serious,439927.63,4479979.14,2,2,6,53,40.4683178985944,-3.7086174317164833
23430,1,19,12.0,9,1.0,4.0,1.0,3,1,Slight,443477.32,4480032.843,2,1,2,47,40.469050789074345,-3.6667526261254526
35580,1,19,12.0,1,1.0,5.0,1.0,4,2,Serious,443485.392,4480025.135,2,1,7,32,40.46898190107154,-3.666656726713804
21804,2,19,17.0,6,1.0,5.0,1.0,3,2,Slight,440556.02,4480048.967,2,2,2,44,40.46899213144728,-3.701211976093381
21805,2,19,17.0,6,1.0,5.0,3.0,3,2,Serious,440556.02,4480048.967,2,2,2,44,40.46899213144728,-3.701211976093381
2432,1,7,9.0,2,1.0,4.0,1.0,3,1,Serious,432917.033,4480117.359,2,5,3,6,40.4690264664298,-3.79132239311982
2433,1,7,9.0,2,1.0,5.0,1.0,3,2,Slight,432917.033,4480117.359,2,5,3,6,40.4690264664298,-3.79132239311982
2434,1,7,9.0,2,1.0,5.0,1.0,3,1,Slight,432917.033,4480117.359,2,5,3,6,40.4690264664298,-3.79132239311982
2435,1,7,9.0,2,1.0,5.0,2.0,1,1,Slight,432917.033,4480117.359,2,5,3,6,40.4690264664298,-3.79132239311982
2436,1,7,9.0,2,1.0,5.0,2.0,1,2,Slight,432917.033,4480117.359,2,5,3,6,40.4690264664298,-3.79132239311982
12531,1,19,9.0,4,1.0,3.0,1.0,3,2,Serious,439340.788,4480143.681,2,6,7,24,40.46975750019107,-3.715555079086786
12532,1,19,9.0,4,1.0,5.0,1.0,3,2,Slight,439340.788,4480143.681,2,6,7,24,40.46975750019107,-3.715555079086786
12533,1,19,9.0,4,1.0,5.0,2.0,1,1,Slight,439340.788,4480143.681,2,6,7,24,40.46975750019107,-3.715555079086786
12534,1,19,9.0,4,1.0,5.0,2.0,1,2,Slight,439340.788,4480143.681,2,6,7,24,40.46975750019107,-3.715555079086786
12535,1,19,9.0,4,1.0,5.0,2.0,3,2,Slight,439340.788,4480143.681,2,6,7,24,40.46975750019107,-3.715555079086786
41492,1,17,17.0,6,3.0,5.0,1.0,3,2,Slight,440972.933,4480148.526,2,2,5,50,40.46991872837852,-3.69630360377262
41493,1,17,17.0,6,3.0,5.0,3.0,4,1,Fatal,440972.933,4480148.526,2,2,5,50,40.46991872837852,-3.69630360377262
5281,1,19,17.0,4,1.0,4.0,1.0,3,1,Slight,439747.193,4480169.076,2,2,5,11,40.470015845743,-3.7107637614929945
5282,1,19,17.0,4,1.0,5.0,1.0,3,1,Slight,439747.193,4480169.076,1,2,5,11,40.470015845743,-3.7107637614929945
33186,2,19,17.0,0,1.0,3.0,1.0,3,1,Serious,439746.91,4480165.526,2,2,4,25,40.46998384548678,-3.71076676244842
33187,2,19,17.0,0,1.0,5.0,1.0,3,1,Slight,439746.91,4480165.526,2,2,4,25,40.46998384548678,-3.71076676244842
29814,1,19,8.0,6,1.0,9.0,1.0,3,1,Slight,445366.199,4480204.373,2,2,2,8,40.47072239413183,-3.644487171706834
29815,1,19,8.0,6,1.0,9.0,3.0,2,1,Serious,445366.199,4480204.373,2,2,2,8,40.47072239413183,-3.644487171706834
28543,1,17,7.0,5,1.0,6.0,1.0,3,1,Slight,442967.018,4480216.564,2,4,4,5,40.47067095085792,-3.6727883733632094
28544,1,17,7.0,5,1.0,12.0,1.0,3,1,Slight,442967.018,4480216.564,2,4,4,5,40.47067095085792,-3.6727883733632094
28545,1,17,7.0,5,1.0,9.0,1.0,3,1,Slight,442967.018,4480216.564,2,4,4,5,40.47067095085792,-3.6727883733632094
28546,1,17,7.0,5,1.0,3.0,1.0,3,1,Fatal,442967.018,4480216.564,2,4,4,5,40.47067095085792,-3.6727883733632094
14113,1,19,9.0,2,1.0,6.0,1.0,3,1,Slight,431239.277,4480233.471,1,6,7,27,40.46993524243171,-3.811124221517373
14114,1,19,9.0,2,1.0,6.0,2.0,3,2,Slight,431239.277,4480233.471,2,6,7,27,40.46993524243171,-3.811124221517373
14115,1,19,9.0,2,1.0,6.0,2.0,3,1,Slight,431239.277,4480233.471,2,6,7,27,40.46993524243171,-3.811124221517373
14116,1,19,9.0,2,1.0,5.0,1.0,3,2,Serious,431239.277,4480233.471,2,6,7,27,40.46993524243171,-3.811124221517373
30677,2,19,17.0,2,1.0,5.0,1.0,3,1,Slight,441335.379,4480262.904,2,4,6,9,40.47097476846455,-3.692038940066845
30678,2,19,17.0,2,1.0,5.0,2.0,2,1,Slight,441335.379,4480262.904,2,4,6,9,40.47097476846455,-3.692038940066845
30679,2,19,17.0,2,1.0,5.0,2.0,3,2,Slight,441335.379,4480262.904,2,4,6,9,40.47097476846455,-3.692038940066845
34504,2,17,17.0,3,1.0,3.0,1.0,3,1,Slight,441332.923,4480262.432,2,2,4,29,40.47097034303477,-3.692067866686296
34505,2,17,17.0,3,1.0,5.0,1.0,3,2,Slight,441332.923,4480262.432,2,2,4,29,40.47097034303477,-3.692067866686296
